CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Bath,St. Thomas Episcopal Church,NY,US,2018-03-24,From video: dozens,24,,24,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,https://www.youtube.com/watch?v=wzx8WVuULpA,https://www.youtube.com/watch?v=wzx8WVuULpA,,
Beacon,1146 Wolcott Ave.,NY,US,2018-03-24,,,,,,,March For Our Lives ,support gun control,1,protest,0,0,0,0,1,1,https://twitter.com/JustGetHimOut/status/977654568195690496,https://www.dcpaa.org/events/event/march-for-our-lives-beacon/,http://www.recordonline.com/news/20180320/gun-control-marches-in-region-set-for-saturday,recurring event
Binghamton,Binghamton High School,NY,US,2018-03-24,nearly 2000,2000,,2000,,,general protestors,support gun control,1,walkout,0,0,0,0,1,1,https://www.facebook.com/events/1555859644521263/,https://www.pressconnects.com/story/news/local/2018/03/24/march-our-lives-binghamton-gun-violence-parkland/455393002/,,
Buffalo,Niagara Square,NY,US,2018-03-24,na,3000,,3000,,,WNY Peace Center,support gun control,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/221847881697340/,,,
Cambridge,Main Street,NY,US,2018-03-24,picture ,12,,12,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://poststar.com/news/local/cambridge-anti-gun-violence-march-draws-crowds/article_e37eecc5-6c94-5303-91f3-ff3d1831ccf9.html#1,,,
Canandaigua,Finger Lakes Community College,NY,US,2018-03-24,more than 100,100,,100,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,http://www.mpnnow.com/news/20180324/flcc-march-organizer-we-want-to-feel-safe,,,
Cedarhurst,,NY,US,2018-03-24,,,,,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,https://www.newsday.com/long-island/march-for-our-lives-guns-school-shooting-1.17639495,,,
Cobleskill,Veteran’s Memorial Centre Park,NY,US,2018-03-24,about 200,200,,200,,,March For Our Lives ,support gun control,1,march; rally,0,0,0,0,1,1,http://www.thedailystar.com/news/local_news/hundreds-march-for-our-lives-at-area-rallies/article_2805f744-ba7c-53f3-acf9-27476616e66e.html,,,
Corning,Market St.,NY,US,2018-03-24,hundreds,200,,200,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.weny.com/story/37802167/local-students-attend-march-for-our-lives-in-corning,http://www.weny.com/story/37802167/local-students-attend-march-for-our-lives-in-corning,,
Dunkirk,Washington Park,NY,US,2018-03-24,about 300,300,,300,,,March For Our Lives; Chautauqua County Women’s Action Group ,support gun control,1,march,0,0,0,0,1,1,http://www.post-journal.com/news/page-one/2018/03/hundreds-demand-gun-reform-in-area-rally/,,,
Farmingdale,SUNY,NY,US,2018-03-24,more than 1500,1500,,1500,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/suny-farmingdale-march-for-our-lives-swing-left-ny03,http://www.fios1news.com/longisland/local-march-for-our-lives-farmingdale-rally-march-24-2018#.WrlVAojwaUk,https://www.newsday.com/long-island/march-for-our-lives-guns-school-shooting-1.17639495,
Glen Cove,Fineley Middle School through downtown,NY,US,2018-03-24,nearly 1000; as many as 1000,1000,,1000,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,"http://liherald.com/stories/glen-cove-march-for-our-lives-draws-crowd,101475",https://www.newsday.com/long-island/march-for-our-lives-guns-school-shooting-1.17639495,,
Great Neck,Grace Ave Park,NY,US,2018-03-24,hundreds,200,,200,,,March For Our Lives; North Shore Action ,support gun control,1,march,0,0,0,0,1,1,https://theislandnow.com/great_neck/march-for-our-lives-rally-planned-for-great-neck/,http://www.fios1news.com/longisland/march-for-our-lives-great-neck#.WrmLgtPwaT8,,
Huntington,Town Hall,NY,US,2018-03-24,hundreds; about 1000,200,,1000,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://longisland.news12.com/story/37800040/relatives-of-parkland-victims-speak-at-huntington-gun-protest,https://www.newsday.com/long-island/march-for-our-lives-guns-school-shooting-1.17639495,,
Ithaca,Bernie Milton Pavilion; Ithaca Commons,NY,US,2018-03-24,about 1000,1000,,1000,,,Students; Womens March Youth,support gun control,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/404330489993241/,https://www.ithacajournal.com/story/news/local/2018/03/24/no-more-residents-crowd-ithaca-commons-march-our-lives-rally/454022002/,,
Johnstown,,NY,US,2018-03-24,,,,,,,March For Our Lives ,support gun control,1,protest,0,0,0,0,1,1,Facebook,,,
Long Beach,Kennedy Plaza,NY,US,2018-03-24,,,,,,,March For Our Lives ,support gun control,1,rally,0,0,0,0,1,1,http://suffolkcountydems.com/gevent/march-our-lives-long-beach-ny,Facebook,,
Malone,Arsenal Park,NY,US,2018-03-24,roughly 50,50,,50,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.watertowndailytimes.com/mtg01/gun-protesters-slam-insanity-20180326,,,
Massena,town hall,NY,US,2018-03-24,count picture,5,,5,,,March For Our Lives ,support gun control,1,protest,0,0,0,0,1,1,http://www.wwnytv.com/story/37802288/group-in-massena-rallies-as-part-of-march-for-our-lives,,,
Middletown,SUNY Orange to a skate park,NY,US,2018-03-24,hundreds,200,,200,,,March For Our Lives ,support gun control,1,protest; march,0,0,0,0,1,1,http://spectrumlocalnews.com/nys/hudson-valley/news/2018/03/24/march-for-our-lives-in-middletown,http://spectrumlocalnews.com/nys/hudson-valley/news/2018/03/24/march-for-our-lives-in-middletown,,
New City,Rockland County Courthouse,NY,US,2018-03-24,several thousand; estimated 2000,2000,,3000,,,March For Our Lives ,support gun control,1,protest,0,0,0,0,1,1,https://www.lohud.com/story/news/2018/03/24/rockland-march-our-lives-rally/441040002/,http://westchester.news12.com/story/37800719/2000-converge-on-rockland-courthouse-for-gun-reform-rally,,
New York,Brooklyn; Coney Island,NY,US,2018-03-24,over 100,100,,100,,,March For Our Lives ,support gun control,1,march,0,0,0,0,0,1,http://brooklynreporter.com/story/march-lives-supporters-rally-coney-island/,,,
New York,Manhattan,NY,US,2018-03-24,nearly 200000,200000,,200000,,,Moms Demand Action - NY,support gun control,1,protest,0,0,0,0,0,1,https://www.facebook.com/events/210318036373779/,https://www.usatoday.com/story/news/nation/2018/03/24/nyc-march-our-lives-gun-control/456089002/,,
Norwich,West Park,NY,US,2018-03-24,,,,,,,March For Our Lives ,support gun control,1,protest,0,0,0,0,1,1,Facebook,,,
Old Westbury,SUNY college at Old Westbury,NY,US,2018-03-24,FB: 134,134,,134,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,https://www.facebook.com/events/177195479467060/,,,
Oneonta,Muller Plaza,NY,US,2018-03-24,around 500,500,,500,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.thedailystar.com/news/local_news/hundreds-march-for-our-lives-at-area-rallies/article_2805f744-ba7c-53f3-acf9-27476616e66e.html,,,
Ossining,waterfront,NY,US,2018-03-24,FB: 109,109,,109,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://whiteplains.dailyvoice.com/lifestyle/thousands-in-westchester-join-march-for-our-lives-gun-violence-protests/734762/,https://www.facebook.com/events/154390755223250/?active_tab=about,,
Patchogue,Rep. Zeldin's office,NY,US,2018-03-24,dozens,24,,24,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://riverheadlocal.com/2018/03/25/locals-join-march-for-our-lives-rallies/,,,
Plattsburgh,Trinity Park,NY,US,2018-03-24,hundreds; more than 200,200,,200,,,March for Our Lives; SUNY Plattburgh Young Dem Socialist,support gun control,1,march,0,0,0,0,1,1,https://twitter.com/annehelen/status/977713259087257600,http://www.pressrepublican.com/news/local_news/hundreds-march-in-plattsburgh-for-gun-control/article_06934dcd-1699-5256-9d9d-e1c8e613a430.html,,
Port Jefferson Station,Resistance Corner,NY,US,2018-03-24,hundreds; at least several hundred,200,,200,,,March for Our Lives; SUNY Plattburgh Young Dem Socialist,support gun control,1,march,0,0,0,0,1,1,http://longislandactionevents.org/events/march-for-our-lives-port-jefferson-station/,https://patch.com/new-york/easthampton/hundreds-flock-east-end-march-our-lives-event,https://www.newsday.com/long-island/march-for-our-lives-guns-school-shooting-1.17639495,
Port Washington,lawn of the United Methodist Church,NY,US,2018-03-24,nearly 1000,1000,,1000,,,March for Our Lives,support gun control,1,march; vigil,0,0,0,0,1,1,https://theislandnow.com/great_neck/north-shore-residents-march-for-their-lives-against-gun-violence/,,,
Potsdam,,NY,US,2018-03-24,about 300,300,,300,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://twitter.com/Ashley_E_Reis/status/977706050966245377,,,
Poughkeepsie,Walkway over the Hudson,NY,US,2018-03-24,more than 7000,7000,,7000,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://whiteplains.dailyvoice.com/lifestyle/thousands-in-westchester-join-march-for-our-lives-gun-violence-protests/734762/,https://www.poughkeepsiejournal.com/story/news/local/2018/03/24/march-our-lives-hudson-valley/441823002/,http://walkway.org/event/march-for-our-lives-hudson-valley/,
Rochester,Washington Square Park,NY,US,2018-03-24,na,5000,,5000,,,March for Our Lives - Rochester,support gun control,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/173392860117037/,http://13wham.com/news/local/march-of-our-lives-rally-draws-hundreds-from-the-rochester-area,,
Rome,,NY,US,2018-03-24,FB: 68,68,,68,,,March for Our Lives - Rochester,support gun control,1,march,0,0,0,0,1,1,https://www.facebook.com/events/1703530373024114/,,,
Rye Neck,Mamaroneck; Rye Neck High School,NY,US,2018-03-24,estimated 1500,1500,,1500,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://whiteplains.dailyvoice.com/lifestyle/thousands-in-westchester-join-march-for-our-lives-gun-violence-protests/734762/,http://www.westchestermagazine.com/Westchester-Magazine/Calendar/index.php//name/March-for-Our-Lives-Rye-Neck/event/49306/,,
Sag Harbor,Main Street,NY,US,2018-03-24,Hundreds; topped 1000,200,,1000,,,Students,support gun control,1,march; rally,0,0,0,0,1,1,https://patch.com/new-york/easthampton/hundreds-flock-east-end-march-our-lives-event,http://www.eastendbeacon.com/marching-for-their-lives-from-sag-harbor-to-washington/,,
Saranac Lake,River Side Park,NY,US,2018-03-24,at least 215,215,,215,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.pressrepublican.com/news/local_news/hundreds-march-in-plattsburgh-for-gun-control/article_06934dcd-1699-5256-9d9d-e1c8e613a430.html,https://www.facebook.com/events/2018186608443448/?active_tab=about,,
Seneca Falls,People's Park,NY,US,2018-03-24,about 300,300,,300,,,Indivisible Seneca Falls,support gun control,1,march,0,0,0,0,1,1,http://www.fltimes.com/news/march-for-our-lives-seneca-falls-geneva-protesters-call-for/article_3ae1a041-1cf8-51c5-abc1-5bae88405b0c.html,,,
Stony Brook,Stony Brook University,NY,US,2018-03-24,approx 300,300,,300,,,March For Our Lives Syracuse,support gun control,1,rally,0,0,0,0,1,1,https://www.newsday.com/long-island/march-for-our-lives-guns-school-shooting-1.17639495,http://www.sbstatesman.com/2018/03/31/stony-brook-students-march-for-gun-control-disarmed-upd/,http://tbrnewsmedia.com/stony-brook-university-community-joins-march-lives-movement/,Sbstatesman article mostly about different march but mentions March 24 event
Syracuse,Clinton Square,NY,US,2018-03-24,more than 1000,1000,,1500,,,March For Our Lives Syracuse,support gun control,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/149139072439130/,http://www.syracuse.com/crime/index.ssf/2018/03/over_1000_students_teachers_parents_protest_at_march_for_our_lives_in_syracuse.html,https://www.facebook.com/events/149139072439130/,
Utica,High School to Oneida Square,NY,US,2018-03-24,hundreds,200,,200,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.wktv.com/content/news/Students-March-Against-Gun-Violence-477831613.html,,,
White Plains,Post Road Elementary to behind White Plains Public Library,NY,US,2018-03-24,more than 3000,3000,,3000,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://whiteplains.dailyvoice.com/lifestyle/thousands-in-westchester-join-march-for-our-lives-gun-violence-protests/734762/,,,
Akron,Highland Square branch of Akron-Summit County Public Library; city hall,OH,US,2018-03-24,estimated 1500; between 1500 and 2000,1500,,2000,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.record-courier.com/news/20180324/march-for-our-lives-in-akron-draws-1500,https://www.ohio.com/akron/news/local/1-60pt-43p0-one-lyne-hed,,
Ashland,Corner Park,OH,US,2018-03-24,about 200,200,,200,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.the-daily-record.com/news/20180324/march-for-our-lives-participants-call-for-gun-reform-in-ashland,,,
Athens,Ohio University,OH,US,2018-03-24,hundreds,200,,200,,,Ohigh University College Democrats,support gun control,1,march,0,0,0,0,1,1,http://www.thepostathens.com/article/2018/03/march-for-our-lives-athens-ohio,,,
Avon Lake,Avon Lake High School,OH,US,2018-03-24,about 250,250,,250,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.chroniclet.com/Local-News/2018/03/25/March-for-Our-Lives-rally-in-Avon-Lake.html,http://www.cleveland.com/avon-lake/index.ssf/2018/03/avon_lake_stages_another_march.html,,
Bowling Green,Bowling Green State University,OH,US,2018-03-24,hundreds,200,,200,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.sent-trib.com/news/front_page/march-for-our-lives-at-bgsu/article_9cabe56d-dd05-5606-b59c-0c4c9955a34f.html,,,
Canton,downtown,OH,US,2018-03-24,more than 400,400,,400,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.cantonrep.com/news/20180324/hundreds-attend-downtown-student-led-rally-against-gun-violence,,,
Celina,Mercer County Courthouse,OH,US,2018-03-24,FB: 64,64,,64,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.wcsmradio.com/index.php/news/35249/117/March-for-our-lives-held-in-Celina-Saturday-Afternoon,https://www.facebook.com/events/556582738039182/,,
Cincinnati,city hall,OH,US,2018-03-24,thousands,2000,,2000,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,https://twitter.com/OH1Indivisible/status/977613913465475073,https://www.cincinnati.com/story/news/2018/03/24/march-our-lives-cincinnati-our-voices-being-stifled/455511002/,,
Cleveland,Public Square,OH,US,2018-03-24,as large as 20000,20000,,20000,,,March For Our Lives ,support gun control,1,protest,0,0,0,0,1,1,https://twitter.com/cmMcConnaughy/status/977570044120125442,http://www.cleveland.com/metro/index.ssf/2018/03/students_lead_thousands_in_mar_1.html,,
Columbus,near downtown,OH,US,2018-03-24,estimated 4000 to 7000; FB 5400,4000,,7000,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,https://www.myjournalcourier.com/news/education/article/Ohio-events-accompany-students-March-For-Our-12778549.php,http://www.dispatch.com/news/20180324/thousands-attend-columbus-march-for-our-lives-gun-control-rally-that-has-political-tone,https://www.facebook.com/events/1602440296472506/,
Conneaut,,OH,US,2018-03-24,,,,,,,March For Our Lives ,support gun control,1,march,,,,,1,1,https://twitter.com/jamiesmith440/status/977502700341481472,,,
Dayton,Courthouse Square,OH,US,2018-03-24,several hundred,200,,200,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.wdtn.com/news/local-news/march-for-our-lives-sister-rally-held-in-downtown-dayton/1075354668,,,
Lebanon,Downtown sidewalk,OH,US,2018-03-24,,,,,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,https://twitter.com/Bitter4BetterOH/status/977632381447393280,,,
Marietta,Mid-Ohio Valley in Muskingum Park,OH,US,2018-03-24,250,250,,250,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.newsandsentinel.com/news/local-news/2018/03/march-for-our-lives-event-held-in-marietta/,,,
Medina,Historic Square,OH,US,2018-03-24,dozens,24,,24,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.cleveland.com/medina/index.ssf/2018/03/march_for_our_lives_takes_plac.html,,,
Mount Vernon,Public Square,OH,US,2018-03-24,over 40,40,,40,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://mountvernonnews.com/article/2018/03/26/supporting-the-youths/,,,
Newark,Licking County courthouse square,OH,US,2018-03-24,between 250 and 300,250,,300,,,Democracy First; Working Families First Ohio; Licking County Revolution,support gun control,1,rally,0,0,0,0,1,1,https://www.newarkadvocate.com/story/news/local/2018/03/24/licking-county-students-speak-out-local-march-our-lives/450551002/,,,
Norwalk,Norwalk High School to US Rep Jim Jordan's Norwalk office on Main Street,OH,US,2018-03-24,,,,,,,March For Our Lives ,support gun control,1,march,0,0,0,0,1,1,http://www.norwalkreflector.com/Politics/2018/03/25/Students-march-for-their-lives.html?ci=content&lp=7&p=1,,,
