CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.
Tampa,,FL,US,2018-03-24,na,13000,,13000,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.news4jax.com/news/thousands-in-ne-florida-take-part-in-march-for-our-lives,,,
Tavares,Wooton Park to the courthouse,FL,US,2018-03-24,300 or so,300,,300,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.dailycommercial.com/news/20180324/hundreds-in-lake-join-gun-control-marches-saturday,,,
The Villages,Lake Sumter Landing,FL,US,2018-03-24,FB:54,54,,54,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.facebook.com/events/556778118019147/,,,
West Palm Beach,Dreher Park,FL,US,2018-03-24,1000 or more; at least 3000,3000,,5000,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.palmbeachdailynews.com/news/national-govt--politics/trump-motorcade-keeps-distance-from-gun-control-advocates-west-palm/S1YvTkpWXCjIuuZgTCWb7M/,https://www.mypalmbeachpost.com/news/west-palm-boca-delray-marches-draw-thousands-from-grandparents-toddlers/gnab2up911xrMOyMyTvn1N/,https://www.mypalmbeachpost.com/news/local-education/march-for-our-lives-palm-beach-county-tops-000-boca-leads-list/HRQVXe7soDBb6nUgwQe32O/,
Weston,Weston Regional Park,FL,US,2018-03-24,hundreds,200,,200,,,March for Our Lives,support gun control,1,m,0,0,0,0,1,1,https://www.local10.com/news/parkland-school-shooting/from-parkland-to-miami-beach-thousands-lend-support-to-march-for-our-lives,,,
Atlanta,outside Center for Civil and Human Rights,GA,US,2018-03-24,estimate 30000,30000,,30000,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.ajc.com/news/education/students-lead-march-saturday-atlanta-against-gun-violence/oPyoY7WWf0dBFJ5GjTOOzH/,,,
Athens,The Arch in downtown Athens,GA,US,2018-03-24,Hundreds,200,,200,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.redandblack.com/athensnews/athens-community-demands-gun-legislation-in-march-for-our-lives/article_78d2e78c-2fd6-11e8-b54e-93418456f526.html,,,
Augusta,,GA,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.wrdw.com/content/news/March-For-Our-Lives-CSRA-plans-for-morning-demonstration-477811693.html,,,
Bainbridge,,GA,US,2018-03-24,,1,,1,,,student,support gun control,1,march,0,0,0,0,1,1,https://twitter.com/aleyna_rentz/status/977754744952360960,,,
Brunswick,Howard Coffin Par,GA,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,march,,,,,1,1,https://www.news4jax.com/generation-under-fire/security-plans-for-jacksonville-area-march-for-our-lives-events,,,
Clarkesville,Clarkesville gazebo,GA,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,rally,0,0,0,0,1,1,https://georgia9thdemocraticinfo.com/2018/03/19/march-for-our-lives-saturday/,,,
Columbus,downtown,GA,US,2018-03-24,hundreds; about 300,200,,300,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,https://www.washingtonpost.com/national/anti-gun-marches-planned-for-cities-throughout-the-us-world/2018/03/24/a7365514-2f59-11e8-b0b0-f706877db618_story.html?utm_term=.3b8b57ff3ce9,https://www.washingtonpost.com/local/2018/live-updates/politics/march-for-our-lives/in-georgia-questioning-his-affiliation-as-a-republican/?utm_term=.82719ab40ff7,,
Covington,Town Square,GA,US,2018-03-24,na; dozens,24,,100,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,https://www.covnews.com/news/cities/march-our-lives-comes-covington/,form,,
Dahlonega,Gold Museum,GA,US,2018-03-24,several hundred,300,,300,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,https://www.nytimes.com/2018/03/24/us/politics/students-lead-huge-rallies-for-gun-control-across-the-us.html?hp&action=click&pgtype=Homepage&clickSource=story-heading&module=a-lede-package-region&region=top-news&WT.nav=top-news,https://www.gainesvilletimes.com/news/marchers-rally-dahlonega-gun-law-changes/,,
Dalton,Dalton Green,GA,US,2018-03-24,more than 300,300,,300,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.northwestgeorgianews.com/region/students-join-the-march-for-our-lives-in-dalton/article_dc6edbea-306f-11e8-8cf7-5bee9a5f5daf.html,,,
Ellenwood,Cedar Grove High School,GA,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.ajc.com/news/local/march-for-our-lives-everything-you-need-know-about-today-rally/q2M0EEgKVqRTD037vlLiBI/,,,
Evans ,Evans High School,GA,US,2018-03-24,FB: 82,82,,82,,,March for Our Lives,support gun control,1,march; rally,0,0,0,0,1,1,https://www.facebook.com/events/2019273578339907/,,,
Savannah,Wryth Square to Forsyth Park,GA,US,2018-03-24,thousands,2000,,2000,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://wsav.com/2018/03/24/students-allies-join-march-for-our-lives-in-savannah/,,,
Statesboro,Rotunda; Russel Union; Georgia Southern University,GA,US,2018-03-24,between 220 to 250,220,,250,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://wsav.com/2018/03/24/march-for-our-lives-happening-at-georgia-southern/,http://www.thegeorgeanne.com/news/article_5b0390c1-6648-5386-ae51-b12ef4d6ae8c.html,,
Watkinsville,Oconee Veterans Park,GA,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.ajc.com/news/local/march-for-our-lives-everything-you-need-know-about-today-rally/q2M0EEgKVqRTD037vlLiBI/,https://www.redandblack.com/athensnews/oconee-community-demands-gun-legislation-in-march-for-our-lives/article_153e6298-2f98-11e8-b6bd-630d90291ea7.html,,
Hilo,Kanoelehua Ave,HI,US,2018-03-24,,,,,,,Hilo Stand Against Gun Violence,support gun control,1,march,0,0,0,0,1,1,http://malu-aina.org/?p=5207,,,
Honolulu,to State Capitol,HI,US,2018-03-24,photo; FB: 446; 5000 people; thousands,2000,,5000,,,March for Our Lives,support gun control,1,protest,0,0,0,0,1,1,https://twitter.com/annehelen/status/977925966189047809,https://www.facebook.com/events/1918415535155526/,http://www.kitv.com/story/37802661/march-for-our-lives-in-honolulu,
Honolulu,Ala Moana Park,HI,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,protest,0,0,0,0,0,1,http://www.kitv.com/story/37802661/march-for-our-lives-in-honolulu,,,
Kahului,University of Hawai'i Maui College,HI,US,2018-03-24,FB: 367,367,,367,,,March for Our Lives; University of Hawaii Maui College,support gun control,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1565784430203329/,,,
Kailua,Kailua Intermediate School to Kailua High Schoo,HI,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://uuhonolulu.org/never-march-lives/,,,
Kamuela,Church Row,HI,US,2018-03-24,FB: 108,108,,108,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.facebook.com/events/2029550720666269/,,,also Waimea
Kilauea,Kolo Rd.,HI,US,2018-03-24,,,,,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.thegardenisland.com/2018/03/25/hawaii-news/march-for-our-lives-rally-on-kauai-draws-more-than-500/,,,
Kona,,HI,US,2018-03-24,hundreds,200,,200,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://bigislandnow.com/2018/03/25/hundreds-support-march-for-our-lives-in-waimea/,,,
Lihue,intersection near airport,HI,US,2018-03-24,more than 500,500,,500,,,March for Our Lives,support gun control,1,protest,0,0,0,0,1,1,http://www.thegardenisland.com/2018/03/25/hawaii-news/march-for-our-lives-rally-on-kauai-draws-more-than-500/,,,also Kauai
Waimea,Church Row,HI,US,2018-03-24,hundreds; over 400,200,,400,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://bigislandnow.com/2018/02/28/students-to-march-for-our-lives-in-waimea/,https://shar.es/1LkWfU,http://bigislandnow.com/2018/03/25/hundreds-support-march-for-our-lives-in-waimea/,
Ainsworth,Washington Park,IA,US,2018-03-24,,,,,,,Dubuque March For Our Lives,support gun control,1,march; rally; protest,,,,,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,,,
Cedar Falls,,IA,US,2018-03-24,about 25,25,,25,,,March for Our Lives,support gun control,1,rally,0,0,0,0,1,1,http://wcfcourier.com/news/local/march-for-our-lives-comes-to-cedar-falls/article_b4f703c4-966a-5d4f-a46a-77d6ac814999.html,https://twitter.com/RachelBraunigan/status/977657472717590528,,postponed due to snow to 3/31 but some came anyway
Cedar Falls,Gateway Park; Main St,IA,US,2018-03-31,more than 200,200,,200,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://wcfcourier.com/news/local/area-students-lead-march-speak-at-rally-protesting-gun-violence/article_30510ecb-1da9-52d5-a0d6-9ae79256effd.html,,,event that had been 3/24
Cedar Rapids,Green Square Park,IA,US,2018-03-24,FB: 189,189,,189,,,Cedar Rapids March For Our Lives Rally,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.facebook.com/events/226843467872402,,
Clinton,Riverview Bandshell,IA,US,2018-03-24,,,,,,,Clinton “March For Our Lives”,support gun control,1,march,,,,,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,,,
Creston,Adams Street Outside of Creston Depot,IA,US,2018-03-24,,,,,,,IA-Creston-March For Our Lives,support gun control,1,march,,,,,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,,,
Davenport,Vander Veer Park,IA,US,2018-03-24,hundreds,200,,200,,,"March for Our Lives - Davenport, IA",support gun control,1,march; rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.kwqc.com/content/news/Hundreds-participate-in-March-For-Our-Lives-event-in-Davenport-477841073.html,,
Decorah,Mary Christopher Park up Water Street,IA,US,2018-03-24,around 200,200,,200,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://decorahnewspapers.com/Content/Home/Home/Article/Decorah-students-heed-the-call-to-March-For-Our-Lives-/-2/-2/45072,,,
Des Moines,State Capitol,IA,US,2018-03-24,between 3000 and 4000,3000,,4000,,,"March for Our Lives - Des Moines, IA",support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.desmoinesregister.com/story/news/politics/2018/03/24/march-our-lives-iowans-protest-gun-violence-parkland-shooting-student-marches/455640002/,,
Dubuque,Washington Park to Upper Main Street,IA,US,2018-03-24,more than 300,300,,300,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://youtu.be/UB8FLTTRRnU,http://www.telegraphherald.com/news/tri-state/article_9ac429f2-94ff-57b0-95bd-e300703abaed.html,,
Iowa City,College Green Park; Pentacrest,IA,US,2018-03-24,a few hundred; approx 400,200,,200,,,Students Against School Shootings,support gun control,1,march; rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.press-citizen.com/story/news/education/2018/03/24/march-our-lives-iowa-city-gun-control-parkland-florida-school-shooting/455858002/,http://littlevillagemag.com/march-for-our-lives-iowa-city/,"snow, cold"
Manchester,Whitewater Park Gazebo,IA,US,2018-03-24,,,,,,,Manchester March for Our Lives,support gun control,1,march,,,,,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,,,
Muscatine,401 E. 3rd St,IA,US,2018-03-24,,,,,,,March for Our Lives,support gun control,1,march,,,,,1,1,http://qctimes.com/news/march-for-our-life-events-set-for-davenport-clinton-muscatine/article_eec5a4c3-8e1a-57a0-9e45-48cb46399d95.html,,,
Oelwein,Husky Stadium,IA,US,2018-03-24,,,,,,,Oelwein March For Our Lives,support gun control,1,march,,,,,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,,,
Sioux City,Tyson Event Center,IA,US,2018-03-24,hundreds,200,,200,,,March For Our Lives-Sioux City,support gun control,1,march; rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.ksfy.com/content/news/Hundreds-attend-March-for-Our-Lives-in-Sioux-Falls-477842963.html,,
Waterloo,,IA,US,2018-03-24,,,,,,,"March for Our Lives - Waterloo, IA",support gun control,1,march,,,,,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,,,
Boise,statehouse,ID,US,2018-03-24,about 5000,5000,,5000,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.ktvb.com/video/news/local/about-5000-take-part-in-boise-march-for-our-lives/277-8046417,,,
Coeur D Alene,McEuen Park Pavilion,ID,US,2018-03-24,hundreds,200,,200,,,"Coeur D Alene, Idaho March for Our LIves",support gun control,1,rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.krem.com/article/news/local/march-for-our-lives-draws-hundreds-to-spokane-coeur-dalene-and-sandpoint/293-531789952,,
Idaho Falls,Idaho Falls Greenbelt,ID,US,2018-03-24,around 200,200,,200,,,Idaho Falls March for Our Lives,support gun control,1,march; rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.eastidahonews.com/2018/03/locals-call-comprehensive-gun-reform-march-lives-rally/,,
Lewiston,Brackenbury Square,ID,US,2018-03-24,at least 150,150,,150,,,ID - Lewiston - March For Our Lives Rally,support gun control,1,demonstration; protest,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://lmtribune.com/northwest/march-for-our-lives-draws-vocal-support/article_b0f6ff65-86ec-530e-a743-1dd98ea8a7ff.html,,
Meridian,Meridian Swimming Pool (Storey Park),ID,US,2018-03-24,,,,,,,Meridian March for Our Lives,support gun control,1,march,,,,,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,,,
Moscow,Friendship Square to East City Park,ID,US,2018-03-24,about 950,950,,950,,,Moscow Pullman March for our Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://dnews.com/march-for-our-lives-draws-hundreds/article_e876f758-2fc8-11e8-89da-e79070868dc3.html,http://inland360.com/top-headlines/2018/03/march-for-our-lives-lewiston-and-moscow-events-promote-student-safety/,
Pocatello,City Hall,ID,US,2018-03-24,about 200,200,,200,,,Pocatello March for Their Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://idahostatejournal.com/news/local/pocatello-residents-participate-in-march-for-their-lives/article_9f1127ee-dee1-5bdf-a569-3826f303b9d9.html,,
Twin Falls,County Courthouse,ID,US,2018-03-24,hundreds,200,,200,,,Southern Idaho March For Our Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.kmvt.com/content/news/In-solidarity-March-for-our-lives-in-the-Magic-Valley--477862563.html,,
Victor ,,ID,US,2018-03-24,from photo: dozens,24,,24,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.scarymommy.com/march-for-our-lives-rallies-in-small-towns/,,,
Bloomington,McLean County Museum of History,IL,US,2018-03-24,hundreds,200,,200,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.myjournalcourier.com/news/education/article/Thousands-in-Illinois-join-US-anti-gun-violence-12779037.php,,,
Carbondale,Downtown Pavilion,IL,US,2018-03-24,Hundreds,200,,200,,,general protestors,support gun control,1,march; rally,0,0,0,0,1,1,http://thesouthern.com/news/local/communities/carbondale/hundreds-protest-gun-violence-in-carbondale-march-for-our-lives/article_c1be63ac-5f51-5d76-8825-54340ca0a78f.html,,,
Champaign,Douglass Park,IL,US,2018-03-24,more than 700,700,,700,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://will.illinois.edu/news/story/images-from-c-u-march-for-our-lives,,,
Charleston,Eastern Illinois University,IL,US,2018-03-24,About 100,100,,100,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.effinghamdailynews.com/news/local_news/students-community-rally-for-change/article_f62f92fe-49e5-5497-a473-97fb842427eb.html,,,
Chicago,Union Park,IL,US,2018-03-24,more than 85000,85000,,85000,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,https://twitter.com/MitchKSmith/status/977583345377955847,https://www.nbcchicago.com/news/local/thousands-expected-saturday-at-chicagos-march-for-our-lives-477671253.html,http://abc7chicago.com/politics/students-gather-in-chicago-dc-for-march-for-our-lives-2018-rallies/3254915/,
Danville,Danville Municipal Building,IL,US,2018-03-24,count pic,32,,32,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.chathamstartribune.com/news/article_6304ed24-32ab-11e8-893a-978df44f75b6.html,,,
Decatur,,IL,US,2018-03-24,more than 50,50,,50,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://twitter.com/FiercelyTrans/status/977852427859832832,,,
Downers Grove,Main St. to Burlington Ave.,IL,US,2018-03-24,more than 1000,1000,,1000,,,general protestors,support gun control,1,protest,,,,,1,1,http://abc7chicago.com/politics/students-gather-in-chicago-dc-for-march-for-our-lives-2018-rallies/3254915/,,,
Elgin,National St.,IL,US,2018-03-24,hundreds,200,,200,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,http://abc7chicago.com/politics/students-gather-in-chicago-dc-for-march-for-our-lives-2018-rallies/3254915/,http://www.chicagotribune.com/suburbs/elgin-courier-news/news/ct-ecn-march-for-lives-elgin-st-0325-20180324-story.html,,
Frankfort,Breidert Green Park,IL,US,2018-03-24,about 400,400,,400,,,Southwest Suburban Activists,support gun control,1,protest,0,0,0,0,1,1,http://abc7chicago.com/politics/students-gather-in-chicago-dc-for-march-for-our-lives-2018-rallies/3254915/,http://www.chicagotribune.com/suburbs/daily-southtown/news/ct-sta-frankfort-rally-st-0325-20180324-story.html,,
Galesburg,Knox County Courthouse,IL,US,2018-03-24,about 100,100,,100,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.galesburg.com/news/20180323/marchers-in-galesburg-call-for-safer-america-end-to-mass-shootings,,,
Glen Ellyn,Lincoln Elementary to Glenbard West High Schol,IL,US,2018-03-24,hundreds,200,,2000,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,http://abc7chicago.com/politics/students-gather-in-chicago-dc-for-march-for-our-lives-2018-rallies/3254915/,http://www.mysuburbanlife.com/lists/2018/03/24/f37619221b1c4442a2a5cc6008284246/index.xml?page=1,https://twitter.com/EMQsack/status/977749012693573634,
Huntley,Deckie Park,IL,US,2018-03-24,approximately 200,200,,200,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://patch.com/illinois/huntley/huntley-march-our-lives,,,
Macomb,McDonough County courthouse,IL,US,2018-03-24,More than 80,80,,80,,,Macomb High School Interact Club,support gun control,1,protest,0,0,0,0,1,1,http://tspr.org/post/march-our-lives-macomb,,,
O'Fallon,O'Fallon City Hall,IL,US,2018-03-24,hundreds; roughly 400 ,200,,400,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://www.myjournalcourier.com/news/education/article/Thousands-in-Illinois-join-US-anti-gun-violence-12779037.php,http://www.bnd.com/news/local/article206442614.html,,
Oswego,east side of Route 71,IL,US,2018-03-24,hundreds,200,,200,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,http://abc7chicago.com/politics/students-gather-in-chicago-dc-for-march-for-our-lives-2018-rallies/3254915/,http://www.chicagotribune.com/suburbs/aurora-beacon-news/news/ct-abn-oswego-rally-st-0325-20180324-story.html,http://www.chicagotribune.com/suburbs/aurora-beacon-news/news/ct-abn-oswego-rally-st-0325-20180324-story.html,
Peoria,Gateway Building,IL,US,2018-03-24,about 300,300,,300,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.pjstar.com/news/20180324/peoria-students-take-on-snowstorm-for-march-for-our-lives,,,
Rockford,,IL,US,2018-03-24,hundreds,200,,200,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.wrex.com/story/37802888/2018/03/Sunday/hundreds-rally-in-rockfords-march-for-our-lives-event,,,
Schaumburg,Town square to village munipal complex,IL,US,2018-03-24,400 plus,400,,400,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,http://abc7chicago.com/politics/students-gather-in-chicago-dc-for-march-for-our-lives-2018-rallies/3254915/,http://www.dailyherald.com/news/20180324/images-x201cmarch-for-our-livesx201d-in-the-suburbs,https://upload.democraticunderground.com/100210405495,
Skokie,McCormick Boulevard at Dempster Street,IL,US,2018-03-24,more than 100,100,,100,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://abc7chicago.com/politics/students-gather-in-chicago-dc-for-march-for-our-lives-2018-rallies/3254915/,http://www.chicagotribune.com/suburbs/skokie/news/ct-skr-teen-sabbath-observant-march-tl-0329-20180326-story.html,,
Springfield,Statehouse,IL,US,2018-03-24,hundreds,200,,200,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.sj-r.com/news/20180324/march-for-our-lives-springfield-draws-hundreds,,,
Urbana-Champaign,downtown,IL,US,2018-03-24,more than 700,700,,700,,,general protestors,support gun control,1,protest,,,,,1,1,FB,https://twitter.com/amilee_h/status/977710711353806848,https://will.illinois.edu/news/story/images-from-c-u-march-for-our-lives,
Vernon Hills,Hawthorn Middle School,IL,US,2018-03-24,,,,,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,http://abc7chicago.com/politics/students-gather-in-chicago-dc-for-march-for-our-lives-2018-rallies/3254915/,http://www.chicagotribune.com/suburbs/vernon-hills/news/ct-lns-march-for-our-lives-vernon-hills-st-0326-20180324-story.html,,
Woodstock,Woodstock Square,IL,US,2018-03-24,more than 1000,1000,,1000,,,general protestors,support gun control,1,march,0,0,0,0,1,1,http://www.nwherald.com/lists/2018/03/25/02a8ba2c4149465c99beb8de0923ab2a/index.xml?page=1,,,
Bloomington,to perfoming arts center,IN,US,2018-03-24,hundreds,200,,200,,,March for Our Lives,support gun control,1,protest,0,0,0,0,1,1,http://wglt.org/post/photos-hundreds-rally-gun-control-bloomington#stream/0,,,
Columbus,,IN,US,2018-03-24,photo,35,,50,,,general protestors,support gun control,1,protest,,,,,1,1,https://twitter.com/annehelen/status/977720278850531328,,,
East Chicago,Unity Plaza,IN,US,2018-03-24,about 80,80,,80,,,general protestors,support gun control,1,rally,0,0,0,0,1,1,http://www.chicagotribune.com/suburbs/post-tribune/news/ct-ptb-education-guns-march-for-lives-st-0325-2-20180324-story.html,,,
Evansville,First Presbyterian Church to downtown,IN,US,2018-03-24,about 500,500,,500,,,general protestors,support gun control,1,march,0,0,0,0,1,1,https://www.courierpress.com/story/news/2018/03/24/march-our-lives-draws-hundreds-downtown-evansville/456109002/,,,
Fort Wayne,Allen County Courthouse,IN,US,2018-03-24,about 400,400,,400,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.wfft.com/content/news/Fort-Wayne-marches-for-gun-control-second-march-in-two-months-477830263.html,https://twitter.com/jaredfriesen/status/977613305995984896,http://www.news-sentinel.com/news/local-news/2018/03/24/fort-wayne-march-for-our-lives-rally-draws-good-crowd-and-calls-for-action-to-end-gun-violence/,
Goshen,Elkhart County Courthouse,IN,US,2018-03-24,more than 400,400,,400,,,March for Our Lives,support gun control,1,protest,0,0,0,0,1,1,http://www.goshennews.com/news/local_news/goshen-s-march-for-our-lives-draws-hundreds-of-gun/article_cb6a5366-2fba-11e8-ad1e-7364a4fbae26.html,,,
Highland,Main Square Park,IN,US,2018-03-24,na,200,,200,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,http://abc7chicago.com/politics/students-gather-in-chicago-dc-for-march-for-our-lives-2018-rallies/3254915/,http://www.chicagotribune.com/suburbs/post-tribune/news/ct-ptb-education-guns-march-for-lives-st-0325-2-20180324-story.html,,
Indianapolis,statehouse,IN,US,2018-03-24,several thousand; na,3000,,6000,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,https://www.indystar.com/story/news/education/2018/03/24/indiana-students-adults-head-statehouse-take-part-national-march-our-lives-protest/447219002/,http://cbs4indy.com/2018/03/22/march-for-our-lives-rally-held-inside-the-statehouse/,,
Jasper,Jasper Middle School,IN,US,2018-03-24,about 100,100,,100,,,ONE Dubois County,support gun control,1,march,0,0,0,0,1,1,https://duboiscountyherald.com/b/march-for-our-lives-rallies-for-stricter-gun-control,,,
New Albany,downtown,IN,US,2018-03-24,about 100,100,,100,,,March for Our Lives,support gun control,1,rally,0,0,0,0,1,1,https://www.courier-journal.com/story/news/education/2018/03/24/southern-indiana-march-our-lives/450388002/,,,"cold, rain"
South Bend,Jon Hunt Memorial Plaza,IN,US,2018-03-24,hundreds,200,,200,,,March for Our Lives,support gun control,1,protest,0,0,0,0,1,1,https://www.southbendtribune.com/news/local/hundreds-rally-in-south-bend-calling-for-an-end-to/article_8571a00c-2fb6-11e8-934d-3b5f170dcbb7.html,,,
Terre Haute,,IN,US,2018-03-24,at least 100,100,,100,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,https://twitter.com/annehelen/status/977943281093914624,,,
Valparaiso,downtown,IN,US,2018-03-24,more than 300,300,,300,,,general protestors,support gun control,1,protest,0,0,0,0,1,1,http://abc7chicago.com/politics/students-gather-in-chicago-dc-for-march-for-our-lives-2018-rallies/3254915/,http://www.nwitimes.com/news/local/porter/we-all-want-our-kids-to-be-safe-pro-gun/article_1a3af33a-6a53-5e87-9512-c9795c809ad0.html#anchor_item_1,,
Cambridge,Sedgwick County Courthouse,KS,US,2018-03-24,,,,,,,Wichita March for Our Lives,support gun control,1,march,,,,,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,,,
Lawrence,South Park Gazebo,KS,US,2018-03-24,more than 1000,1000,,1000,,,Lawrence March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www2.ljworld.com/news/2018/mar/24/students-supporters-stage-march-our-lives-protest-/,,
Manhattan,CiCo Park Blue Field,KS,US,2018-03-24,FB: 165,165,,165,,,"March for Our Lives - Manhattan, KS",support gun control,1,march; rally,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,https://www.facebook.com/events/326196257870900/,,
Pittsburg,Pittsburg Community Middle School lawn,KS,US,2018-03-24,count photo: scores,40,,40,,,Pittsburg March for Our Lives Walk and Rally,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.morningsun.net/news/20180324/walk-for-our-lives---people-rally-for-gun-control,,
Salina,Robert Caldwell Plaza,KS,US,2018-03-24,hundreds,200,,200,,,March For Our Lives Salina,support gun control,1,march,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.salina.com/news/20180324/march-for-our-lives-in-salina-draws-hundreds,,
Topeka,State Capitol Building,KS,US,2018-03-24,about 500; nearly 1000,500,,1000,,,Topeka March For Our Lives Rally,support gun control,1,sit-in,0,0,0,0,1,1,https://event.marchforourlives.com/event/march-our-lives-events/search/,http://www.cjonline.com/news/20180324/topekas-march-for-our-lives-rally-draws-hundreds-to-statehouse,https://twitter.com/Melodie_Woerman/status/977711125931417600,
Wichita,Sedgwick County Courthouse,KS,US,2018-03-24,hundreds,200,,200,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,http://www.kansas.com/news/local/article206697719.html,,,
Bowling Green,WKU to Fountain Square Park,KY,US,2018-03-24,hundreds,200,,200,,,March for Our Lives,support gun control,1,march,0,0,0,0,1,1,https://twitter.com/jeanweelopez/status/977603870233939974,http://www.wbko.com/content/news/Locals-rally-for-gun-reform-as-a-part-of--the-March-for-Our-Lives-movement-477829813.html,,
