City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Admin Role
San Antonio,William J. Brennan Highschool,TX,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,,,,,1,1,http://act.indivisible.org/event/national-school-walkout/8761/signup/?akid=&zip=&source=,,,,
Waco,Midway High School,TX,US,2018-03-14,about 385,385,,385,,,students,,1,walkout,0,0,0,0,1,1,http://www.kwtx.com/content/news/Hundreds-of-local-students-walk-out-of-class-to-call-for-new-gun-laws-476827353.html?utm_medium=social&utm_source=twitter_kwtx,,,,
Waco,Reicher Catholic High School,TX,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,http://www.kwtx.com/content/news/Hundreds-of-local-students-walk-out-of-class-to-call-for-new-gun-laws-476827353.html?utm_medium=social&utm_source=twitter_kwtx,,,,
Waco,Robinson High School,TX,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,http://www.kwtx.com/content/news/Hundreds-of-local-students-walk-out-of-class-to-call-for-new-gun-laws-476827353.html?utm_medium=social&utm_source=twitter_kwtx,,,,
Waco,Tennyson Middle School,TX,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,http://www.kwtx.com/content/news/Hundreds-of-local-students-walk-out-of-class-to-call-for-new-gun-laws-476827353.html?utm_medium=social&utm_source=twitter_kwtx,,,,
Waco,Waco High School,TX,US,2018-03-14,hundreds,200,,200,,,students,,1,walkout,0,0,0,0,0,1,http://www.kwtx.com/content/news/Hundreds-of-local-students-walk-out-of-class-to-call-for-new-gun-laws-476827353.html?utm_medium=social&utm_source=twitter_kwtx,,,,
Cottonwood Heights,Brighton High School,UT,US,2018-03-14,nearly 100; hundreds,100,,200,,,students,,1,walkout,0,0,0,0,1,1,https://www.sltrib.com/news/2018/03/14/hundreds-of-utah-students-are-expected-to-walk-out-today-as-part-of-national-protests-for-school-safety/,https://www.deseretnews.com/article/900012904/utah-students-join-national-school-walkout-to-protest-gun-violence.html,,,
Herriman,Herriman High School,UT,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.deseretnews.com/article/900012904/utah-students-join-national-school-walkout-to-protest-gun-violence.html,,,,
Kearns,Kearns Jr. High,UT,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://audioboom.com/posts/6723996-junior-high-has-walkout-then-walkup?utm_campaign=detailpage&utm_content=retweet&utm_medium=social&utm_source=twitter,,,,
Murray,Hillcrest Jr. High,UT,US,2018-03-14,count from pic hundreds,200,,200,,,students,,1,walkout,0,0,0,0,1,1,https://www.deseretnews.com/article/900012904/utah-students-join-national-school-walkout-to-protest-gun-violence.html,,,,
Orem,Mountain View High School,UT,US,2018-03-14,more than 200,200,,200,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://bransontrilakesnews.com/news/national/article_d9a77795-a0ea-5752-aaff-8e6a181399c1.html,,,,
Salt Lake City,Bryant Middle School,UT,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.deseretnews.com/article/900012904/utah-students-join-national-school-walkout-to-protest-gun-violence.html,,,,
Salt Lake City,East High School,UT,US,2018-03-14,count from pic hundreds,200,,200,,,students,,1,walkout,0,0,0,0,0,1,https://www.sltrib.com/news/2018/03/14/hundreds-of-utah-students-are-expected-to-walk-out-today-as-part-of-national-protests-for-school-safety/,,,,
Salt Lake City,Highland High School,UT,US,2018-03-14,count from pic hundreds,200,,200,,,students,,1,walkout,0,0,0,0,0,1,https://www.sltrib.com/news/2018/03/14/hundreds-of-utah-students-are-expected-to-walk-out-today-as-part-of-national-protests-for-school-safety/,,,,
Salt Lake City,Northwest Middle School,UT,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://www.deseretnews.com/article/900012904/utah-students-join-national-school-walkout-to-protest-gun-violence.html,,,,
Salt Lake City,West High School,UT,US,2018-03-14,FB: 2,2,,2,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,https://www.facebook.com/events/186783672087141/,,,,
Saratoga Springs,Westlake High School,UT,US,2018-03-14,roughly 80,80,,80,,,students,,1,walkout,0,0,0,0,1,1,https://www.sltrib.com/news/2018/03/14/hundreds-of-utah-students-are-expected-to-walk-out-today-as-part-of-national-protests-for-school-safety/,,,,
Alexandria,Hayfield Secondary School,VA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://twitter.com/H2Nnewsmagazine/status/973959039515332608,,,,
Alexandria,Jefferson Houston Middle School,VA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://twitter.com/PippaMcbride/status/974266684264648704,,,,
Alexandria,Thomas Jefferson HS for Science and Technology,VA,US,2018-03-14,FB: 272,272,,272,,,students,,1,walkout,0,0,0,0,0,1,https://www.facebook.com/events/210723229481498/,,,,
Alexandria,George Mason Elementary School,VA,US,2018-03-14,more than 65,65,,65,,,students,,1,walkout,0,0,0,0,0,1,https://twitter.com/loisbeckett/status/973922437170593793,https://blavity.com/this-11-year-old-co-organized-a-walkout-at-her-elementary-school-adding-1-minute-to-honor-courtlin-arrington-and-other-black-women-victims,,,
Alexandria,Matthew Maury Elementary School,VA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://twitter.com/PippaMcbride/status/974266684264648704,,,,
Alexandria,George Washington Middle School,VA,US,2018-03-14,at least 400,400,,400,,,students,,1,walkout,0,0,0,0,0,1,https://twitter.com/MoMcNultyRN/status/974116841659518978,,,,
Alexandria,T.C. Williams High School,VA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://twitter.com/MrsAKropp/status/973973539756879873,,,,
Arlington,Washington Lee High School,VA,US,2018-03-14,hundreds,200,,200,,,students,,1,walkout,0,0,0,0,1,1,https://patch.com/virginia/arlington-va/washington-lee-high-students-walk-out-video?utm_source=dlvr.it&utm_medium=twitter&utm_term=schools&utm_campaign=recirc&utm_content=aol,,,,
Arlington,Wakefield High School,VA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://twitter.com/vicpasquantonio/status/966359384203939840,,,,
Arlington,Yorktown High School,VA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://www.instagram.com/p/BgTmxrnl_I7/,https://twitter.com/AnnieYuFox5/status/973924244705902592,,,
Chantilly,Freedom High School,VA,US,2018-03-14,more than 600,600,,600,,,students,,1,walkout,0,0,0,0,1,1,https://www.nbcwashington.com/news/local/DC-Area-Students-Put-Down-Pencils-Walk-in-Gun-Protests-476830663.html,,,,area also called South Riding
Chantilly,Westfield High School,VA,US,2018-03-14,approx 250,250,,250,,,students,,1,walkout,0,0,0,0,0,1,https://content.govdelivery.com/accounts/VAEDUFCPS/bulletins/1e2074a,,,,
Charlottesville,Monticello High School,VA,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,http://act.indivisible.org/event/national-school-walkout/8696/signup/?akid=&zip=&source=,,,,
Charlottesville,UVA law school,VA,US,2018-03-14,dozens,24,,24,,,general protestors; students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,https://twitter.com/darcwhale/status/974248965968363520,http://www.nbc29.com/story/37728656/uva-students-demand-end-to-gun-violence,,,
Chester,Thomas Dale High School,VA,US,2018-03-14,Estimated 500,500,,500,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://bransontrilakesnews.com/news/national/article_a2594f1e-28b3-5244-9435-92294b8d1b6f.html,,,,
Falls Church,Marshall High School,VA,US,2018-03-14,,,,,,,Students,,1,walkout,0,0,0,0,1,1,https://patch.com/virginia/vienna/hundreds-vienna-students-protest-gun-violence,,,,
Hanover County,Atlee High School,VA,US,2018-03-14,less than 10,10,,10,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://bransontrilakesnews.com/news/national/article_a2594f1e-28b3-5244-9435-92294b8d1b6f.html,,,,
Hanover County,Hanover High School,VA,US,2018-03-14,dozens,24,,24,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://bransontrilakesnews.com/news/national/article_a2594f1e-28b3-5244-9435-92294b8d1b6f.html,,,,
Henrico,Douglas S. Freeman High School,VA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,http://www.mysuncoast.com/news/national/students-participate-in-national-school-walkout/article_c5e31d8f-4d95-5219-87fc-d35e1d57c619.html,,,,
Henrico,Varina High School,VA,US,2018-03-14,about a hundred,100,,100,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://bransontrilakesnews.com/news/national/article_a2594f1e-28b3-5244-9435-92294b8d1b6f.html,,,,
Henrico,Glen Allen High School,VA,US,2018-03-14,nearly 600,600,,600,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://bransontrilakesnews.com/news/national/article_a2594f1e-28b3-5244-9435-92294b8d1b6f.html,,,,
Herndon,Rachel Carson Middle School,VA,US,2018-03-14,,,,,,,Students,,1,walkout,0,0,0,0,1,1,https://twitter.com/knitterkim/status/974111488364498944,,,,
Herndon,Floris Elementary School,VA,US,2018-03-14,,,,,,,Students,,1,walkout,,,,,0,1,https://www.restonnow.com/2018/03/14/at-walkout-to-end-gun-violence-south-lakes-high-school-students-say-enough-is-enough/,,,,
Manassas,Charles J. Colgan Sr. High School,VA,US,2018-03-14,,,,,,,Students,,1,walkout,0,0,0,0,1,1,http://www.insidenova.com/news/education/prince_william/students-hold-walkouts-to-call-for-action-on-gun-violence/article_33062a94-2792-11e8-95ae-071ab9a7aeca.html,,,,
Midlothian,James River High School,VA,US,2018-03-14,hundreds,200,,200,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://bransontrilakesnews.com/news/national/article_a2594f1e-28b3-5244-9435-92294b8d1b6f.html,,,,
Newport News,Denbigh High School,VA,US,2018-03-14,about 800 to 900,800,,900,,,Students,,1,walkout,,,,,1,1,http://www.dailypress.com/news/education/dp-nws-virginia-peninsula-national-school-walkout-20180313-story.html,,,,
Newport News,Warwick HS,VA,US,2018-03-14,around 600 or more,600,,600,,,Students,,1,walkout,0,0,0,0,0,1,https://twitter.com/13nikoclemmons/status/973916401261056000,,,,
Newport News,Woodside HS,VA,US,2018-03-14,About 1200,1200,,1200,,,Students,,1,walkout,,,,,0,1,http://www.dailypress.com/news/education/dp-nws-virginia-peninsula-national-school-walkout-20180313-story.html,,,,
Nokesville,Patriot HS,VA,US,2018-03-14,,,,,,,Students,,1,walkout,0,0,0,0,1,1,http://www.insidenova.com/news/education/prince_william/students-hold-walkouts-to-call-for-action-on-gun-violence/article_33062a94-2792-11e8-95ae-071ab9a7aeca.html,,,,
Poquoson,Poquoson High School,VA,US,2018-03-14,another 60,60,,60,,,Students,,1,walkout,,,,,1,1,http://www.dailypress.com/news/education/dp-nws-virginia-peninsula-national-school-walkout-20180313-story.html,,,,
Poquoson,Poquoson Middle School,VA,US,2018-03-14,about 100,100,,100,,,Students,,1,walkout,,,,,0,1,http://www.dailypress.com/news/education/dp-nws-virginia-peninsula-national-school-walkout-20180313-story.html,,,,
Reston,Langston Hughes Middle School,VA,US,2018-03-14,,,,,,,Students,,1,walkout,,,,,1,1,https://www.restonnow.com/2018/03/14/at-walkout-to-end-gun-violence-south-lakes-high-school-students-say-enough-is-enough/,,,,
Reston,South Lakes High School,VA,US,2018-03-14,roughly 800,800,,800,,,Students,,1,walkout,,,,,0,1,https://www.restonnow.com/2018/03/14/at-walkout-to-end-gun-violence-south-lakes-high-school-students-say-enough-is-enough/,,,,
Richmond,Maggie Walker Governor's School,VA,US,2018-03-14,Roughly half of the 751,375,,375,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://bransontrilakesnews.com/news/national/article_a2594f1e-28b3-5244-9435-92294b8d1b6f.html,http://richmondfreepress.com/news/2018/mar/16/walkout/,,,
Richmond ,Richmond Community High School,VA,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://bransontrilakesnews.com/news/national/article_a2594f1e-28b3-5244-9435-92294b8d1b6f.html,,,,
Richmond,Jefferson High School,VA,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://bransontrilakesnews.com/news/national/article_a2594f1e-28b3-5244-9435-92294b8d1b6f.html,,,,
Richmond,Huguenot High School,VA,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://bransontrilakesnews.com/news/national/article_a2594f1e-28b3-5244-9435-92294b8d1b6f.html,,,,
Sterling,Dominion High School,VA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.nbcwashington.com/news/local/DC-Area-Students-Put-Down-Pencils-Walk-in-Gun-Protests-476830663.html,,,,area also called South Riding
Sterling,Seneca Ridge Middle School,VA,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://www.nbcwashington.com/news/local/DC-Area-Students-Put-Down-Pencils-Walk-in-Gun-Protests-476830663.html,,,,area also called South Riding
Swoope,Buffalo Gap High School,VA,US,2018-03-14,FB: 5,5,,5,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.facebook.com/events/185632308870724/,,,,
Vienna,Kilmer Middle School,VA,US,2018-03-14,,,,,,,Students,,1,walkout,0,0,0,0,1,1,https://patch.com/virginia/vienna/hundreds-vienna-students-protest-gun-violence,,,,
Vienna,Madison High School,VA,US,2018-03-14,estimated 350,350,,350,,,Students,,1,walkout,0,0,0,0,0,1,https://patch.com/virginia/vienna/hundreds-vienna-students-protest-gun-violence,,,,
Virginia Beach,Landstown High School,VA,US,2018-03-14,na,60,,100,,,Students,,1,walkout,,,,,1,1,form,,,,
Woodbridge ,Woodbridge HS,VA,US,2018-03-14,,,,,,,Students,,1,walkout,0,0,0,0,1,1,http://www.insidenova.com/news/education/prince_william/students-hold-walkouts-to-call-for-action-on-gun-violence/article_33062a94-2792-11e8-95ae-071ab9a7aeca.html,,,,
Woodbridge,Forest Park HS,VA,US,2018-03-14,,,,,,,,,,letter writing to politicians,,,,,,,http://www.insidenova.com/news/education/prince_william/students-hold-walkouts-to-call-for-action-on-gun-violence/article_33062a94-2792-11e8-95ae-071ab9a7aeca.html,,,,
Arlington,"Arlington Memorial Middle and High School,",VT,US,2018-03-14,na,54,,54,,,students,,1,walkout,0,0,0,0,1,1,"http://www.manchesterjournal.com/stories/student-walkouts-in-southern-vermont-continue-despite-snow,534670",,,,
Bennington,Mount Anthony Union High School,VT,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,"http://www.manchesterjournal.com/stories/student-walkouts-in-southern-vermont-continue-despite-snow,534670",,,walkout moved inside due to snow; separate sit-in later in day,
Brattleboro,Brattleboro Union High School,VT,US,2018-03-14,about 350,350,,350,,,students; general protestors,,1,walkout; protest,0,0,0,0,1,1,http://digital.vpr.net/post/vermont-students-join-national-school-walkouts-despite-some-school-closures#stream/0,,,includes about 150 students and about 100 community members,
Burlington,Burlington HS,VT,US,2018-03-14,over 100; count pic hundreds,100,,200,,,students,,1,walkout,0,0,0,0,1,1,https://www.burlingtonfreepress.com/story/news/local/vermont/2018/03/14/snow-storm-hits-vermont-national-school-walkout-day/408010002/,http://digital.vpr.net/post/vermont-students-join-national-school-walkouts-despite-some-school-closures#stream/0,,,
Burlington,Integrated Arts Academy,VT,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,0,1,https://www.burlingtonfreepress.com/story/news/local/vermont/2018/03/14/snow-storm-hits-vermont-national-school-walkout-day/408010002/,,,,
Colchester,Colchester High School,VT,US,2018-03-15,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://twitter.com/mhalnonVT/status/974286735692697600,,,,
Essex Junction,Five Corners,VT,US,2018-03-14,,,,,,,parents; students,,1,protest,0,0,0,0,1,1,https://twitter.com/CFlandersVT/status/973935488720613377,,,,
Essex Junction,Essex High School,VT,US,2018-03-15,hundreds ,200,,200,,,students,,1,walkout,0,0,0,0,1,1,http://www.caledonianrecord.com/news/state/essex-students-stage-walkout-thursday-after-snow-closure/article_a0a3a1c3-05f7-5bf6-9ed5-094fd9e7f932.html,https://twitter.com/CFlandersVT/status/974312432565932033,,,
Manchester,Burr and Burton Academy,VT,US,2018-03-19,,,,,,,students,,1,walkout,,,,,1,1,"http://www.manchesterjournal.com/stories/student-walkouts-in-southern-vermont-continue-despite-snow,534670",,,,
Middlebury,Cross Street Bridge,VT,US,2018-03-14,a few hundred,300,,300,,,students from Middlebury Union High School and Middlebury College,,1,protest,0,0,0,0,1,1,https://www.burlingtonfreepress.com/story/news/local/vermont/2018/03/14/snow-storm-hits-vermont-national-school-walkout-day/408010002/,,,,
Milton,Milton High School,VT,US,2018-03-15,,,,,,,students,,1,assembly,0,0,0,0,1,1,https://twitter.com/KSullivanVT/status/974308473558175750,,,,
Montpelier ,Montpelier High School,VT,US,2018-03-21,,,,,,,students,,1,walkout,,,,,1,1,https://twitter.com/mhalnonVT/status/974286735692697600,,,delayed due to snow,
St. Albans,Bellows Free Academy,VT,US,2018-03-15,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.burlingtonfreepress.com/story/news/local/2018/03/15/school-walkout-both-sides-gun-debatetuttle-middle-school-walkout-highlights-multiple-opinions-2nd-am/427967002/,,,,
South Burlington,Frederick H. Tuttle Middle School,VT,US,2018-03-15,,,,,,,students,mostly pro-gun control; some against gun focus,0,walkout,0,0,0,0,1,1,https://www.burlingtonfreepress.com/story/news/local/2018/03/15/school-walkout-both-sides-gun-debatetuttle-middle-school-walkout-highlights-multiple-opinions-2nd-am/427967002/,,,,
