City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Admin Role
Wakefield,Wakefield-Marenisco School,MI,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,https://www.actionnetwork.org/event_campaigns/enough-national-school-walkout,,,,
Wyandotte,Roosevelt High School,MI,US,2018-03-14,hundreds,200,,200,,,students,,1,walkout,0,0,0,0,1,1,http://www.thenewsherald.com/news/hundreds-of-downriver-students-join-national-school-walkout/article_8348cca7-2298-5c36-aa52-2f1fbe973151.html,,,,
Ypsilanti,Riverside Park,MI,US,2018-03-14,hundreds,200,,200,,,students,Enough: National School Walkout,1,protest,0,0,0,0,1,1,http://www.mlive.com/news/ann-arbor/index.ssf/2018/03/hundreds_of_students_rally_in.html,,,,
Chesterfield,Austin Catholic High School,MI,US,2018-03-14,,,,,,,,,,prayer service,,,,,,,https://www.freep.com/story/news/education/2018/03/14/national-student-school-walkout-michigan/423012002/,,,,
Clarkston,Everest Collegiate High School,MI,US,2018-03-14,,,,,,,,,,prayer service,,,,,,,https://www.freep.com/story/news/education/2018/03/14/national-student-school-walkout-michigan/423012002/,,,,
Detroit,University of Detroit Jesuit High School,MI,US,2018-03-14,,,,,,,,,,prayer service,,,,,,,https://www.freep.com/story/news/education/2018/03/14/national-student-school-walkout-michigan/423012002/,,,,
Wixom,St. Catherine of Siena Academy,MI,US,2018-03-14,,,,,,,,,,prayer service,,,,,,,https://www.freep.com/story/news/education/2018/03/14/national-student-school-walkout-michigan/423012002/,,,,
St. Clair Shores,Lakeview Public Schools district,MI,US,2018-03-14,,,,,,,,,,,,,,,,,https://www.detroitnews.com/story/news/local/michigan/2018/03/14/student-walkouts-gun-violence-metro-detroit/32915085/,,,,"""In the Lakeview Public Schools district in St. Clair Shores, students were not allowed to walk out of class or go outside after administrators said school is a place for learning, not political demonstrations."""
Aitkin ,Aitkin High School,MN,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout blocked,,,,,,,http://www.messagemedia.co/aitkin/news/local/walking-up-in-aitkin/article_c06063be-31dd-11e8-9e94-af1a28888c54.html,,,,"""a small group of students did attempt to walk out of the school to protest and were stopped by school administrators."""
Ashby,combined elementary and high school,MN,US,2018-03-14,na,13,,13,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.fergusfallsjournal.com/2018/03/a-rural-take-on-gun-violence-walkout/,,,,
Burnsville,Burnsville High School,MN,US,2018-03-14,more than 100,100,,10,,,BHS Black Student Union,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.hometownsource.com/sun_thisweek/community/burnsville/black-student-union-makes-presence-felt-at-bhs/article_360aea4a-287d-11e8-b727-bb129af1359c.html,,,,
Bemidji,Bemidji High School,MN,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://actionnetwork.org/events/bemidji-high-school-walkout,,,,
Brooklyn Park,Maranatha Christian Academy,MN,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,,,,,1,1,https://www.instagram.com/p/BgTvfwvh4LfaOG3-sBVPMMEaDgWykHQzgnA18E0/,,,,
Alexandria,Alexandria Area High School,MN,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,https://actionnetwork.org/events/voyager-elementary-school-walk-out,,,,
Collegeville,St. John's Prep School,MN,US,2018-03-14,about 100,100,,100,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.usatoday.com/story/news/2018/03/14/thousands-students-across-u-s-walk-out-class-today-protest-gun-violence/420731002/,,,,
Duluth,Denfield High School,MN,US,2018-03-14,na,90,,90,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.duluthnewstribune.com/news/education/4417490-area-students-join-nationwide-walkout-spurred-florida-school-shooting,,,,
Duluth,East High School,MN,US,2018-03-14,about 100,100,,100,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,https://www.duluthnewstribune.com/news/education/4417490-area-students-join-nationwide-walkout-spurred-florida-school-shooting,,,,
Duluth,Harbor City International School,MN,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,https://www.duluthnewstribune.com/news/education/4417490-area-students-join-nationwide-walkout-spurred-florida-school-shooting,,,,
Edina,Edina High School,MN,US,2018-03-14,close to 200; na,200,,400,,,students,,1,walkout,0,0,0,0,1,1,https://www.edinazephyrus.com/students-participate-in-nationwide-walkout-for-gun-control/,form,,,
Fergus Falls,Kennedy Secondary School,MN,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.fergusfallsjournal.com/2018/03/a-rural-take-on-gun-violence-walkout/,,,,
Marshall,Southwest Minnesota State University,MN,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://actionnetwork.org/events/walkout-smsu-marshall-mn,,,,
Minneapolis,Anthony Middle School,MN,US,2018-03-14,na,100,,200,,,students,,1,walkout,0,0,0,0,1,1,http://anthony.mpls.k12.mn.us/school_news,form,,"(no permanent, unique link to announcement)",
Moorehead,Moorehead High School,MN,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://actionnetwork.org/events/moorhead-high-school-walkout,,,,
Morris,Morris Area High School,MN,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://actionnetwork.org/events/enough-22,,,,
New Prague,New Prague High School,MN,US,2018-03-14,approx 100,100,,100,,,students,mixed claims,0,walkout,0,0,0,0,1,1,https://blogs.mprnews.org/newscut/2018/03/new-prague-school-criticized-for-banning-pro-gun-sign-during-protest/,,,,
Olvia,Bold High School,MN,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,https://actionnetwork.org/events/bold-high-school-walk-out,,,,
Pipestone,Pipestone Are High School,MN,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://actionnetwork.org/events/pas-high-school-walkout,,,,
Proctor,Proctor High School; middle school,MN,US,2018-03-14,more than 300,300,,300,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.duluthnewstribune.com/news/education/4417490-area-students-join-nationwide-walkout-spurred-florida-school-shooting,,,,
Rochester,John Marshall High School,MN,US,2018-03-14,,,,,,,,,1,walkout,0,0,0,0,1,1,http://www.postbulletin.com/gallery/photos-john-marshall-students-take-part-in-national-school-walkout/collection_83e3d506-27b0-11e8-b601-f3926d13ba54.html#1,,,,
Roseville,Roseville Area High School,MN,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.mprnews.org/story/2018/03/14/students-walkout-gun-protests,,,,
Sartell,Sartell High School,MN,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://knsiradio.com/news/local-news/students-walk-out-protest-gun-violence,,,,
Saint Paul,Creative Arts Secondary School,MN,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://actionnetwork.org/events/creative-arts-walkout,,,,
Two Harbors,Two Harbors High School,MN,US,2018-03-14,about 10,10,,10,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.duluthnewstribune.com/news/education/4417490-area-students-join-nationwide-walkout-spurred-florida-school-shooting,,,"school also held separate, indoor assembly",
Wilmar,Wilmar Senior High,MN,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,https://actionnetwork.org/events/willmar-senior-high-walkout,,,,
Woodbury,East Ridge High School,MN,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,http://act.indivisible.org/event/national-school-walkout/8617/signup/?akid=&zip=&source=,,,,
Branson,Capital High School,MO,US,2018-03-14,From video: scores,40,,40,,,Students  ,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://bransontrilakesnews.com/news/national/article_83c0169e-301a-596a-a8e5-66a3af4c2c29.html,,,,
Columbia,Rock Bridge High Schoo,MO,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,http://act.indivisible.org/event/national-school-walkout/8574/signup/?akid=&zip=&source=,,,,
Columbia,David H. Hickman Highschool,MO,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,0,1,http://act.indivisible.org/event/national-school-walkout/8798/signup/?akid=&zip=&source=,,,,
Grandview,Grandview High School,MO,US,2018-03-14,,,,,,,students,,1,walkout,,,,,1,1,http://www.kansascity.com/news/local/article205044644.html,,,,
Joplin,Joplin High School,MO,US,2018-03-14,100,100,,100,,,Students,,1,walkout,0,0,0,0,1,1,http://www.joplinglobe.com/news/about-joplin-high-school-students-participate-in-walkout/article_1b8d2b4c-27a1-11e8-a1b7-7b38afa518a4.html,,,,
Kansas City,Center High School,MO,US,2018-03-14,pic estimate,150,,150,,,students,,1,walkout,,,,,0,1,http://www.kansascity.com/news/local/article205044644.html,,,,
Kansas City,East High School,MO,US,2018-03-14,,,,,,,students,,1,walkout,,,,,1,1,http://www.kansascity.com/news/local/article205044644.html,,,,
Kansas City,Lincoln College Preparatory Academy,MO,US,2018-03-14,about 100,100,,100,,,students,,1,walkout; march,,,,,0,1,http://www.kansascity.com/news/local/article205044644.html,,,,
Kansas City,Oak Park High School,MO,US,2018-03-14,hundreds,200,,200,,,students,,1,walkout,,,,,0,1,http://www.kansascity.com/news/local/article205044644.html,https://twitter.com/ellemoxley/status/973938093450498048,,,
Kansas City,Phillips Elementary,MO,US,2018-03-14,,,,,,,students,,1,walkout,,,,,0,1,http://www.kansascity.com/news/local/article205044644.html,,,,
Kansas City,St. Teresa's Academy,MO,US,2018-03-09,hundreds,200,,200,,,students,support of stricter gun laws,1,walkout,,,,,1,1,http://www.kansascity.com/news/local/article203930159.html,,,,
Kansas City,Southeast High School,MO,US,2018-03-14,,,,,,,students,,1,walkout,,,,,0,1,http://www.kansascity.com/news/local/article205044644.html,,,,
Lee's Summit,Lee's Summit High School,MO,US,2018-03-14,,,,,,,students,,1,walkout,,,,,1,1,http://www.kansascity.com/news/local/article205044644.html,,,,
Raytown,Raytown High School,MO,US,2018-03-14,,,,,,,students,,1,walkout,,,,,1,1,http://www.kansascity.com/news/local/article205044644.html,,,,
Raytown,Raytown South High School,MO,US,2018-03-14,,,,,,,students,,1,walkout,,,,,0,1,http://www.kansascity.com/news/local/article205044644.html,https://twitter.com/StevenDialTV/status/973935485843312640,,,
St. Joseph,Central High School,MO,US,2018-03-14,a few hundred,200,,200,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.nbcnews.com/news/us-news/national-school-walkout-marks-month-parkland-mass-shooting-n856386,,,,
St. Louis,Hazelwood East HS,MO,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://twitter.com/HazelwoodSD/status/973942731268677632,,,,
St. Louis,Washington University,MO,US,2018-03-14,,,,,,,students,,1,protest,0,0,0,0,0,1,https://twitter.com/anysa728/status/973940073635905537,,,,
Trenton,Trenton High School,MO,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://bransontrilakesnews.com/news/national/article_9d49b529-ec3f-5a12-bcbf-d1ae1ca6e62d.html,,,,
Biloxi,St. Patrick High School,MS,US,2018-03-14,,,,,,,students,,1,walkout; prayer service,0,0,0,0,1,1,http://www.wdam.com/story/37721990/coast-schools-to-honor-17-victims-of-the-parkland-shooting,,,,
Ocean Springs,Ocean Springs High School,MS,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,http://www.wdam.com/story/37721990/coast-schools-to-honor-17-victims-of-the-parkland-shooting,,,,
Pascagoula ,Pascagoula High School,MS,US,2018-03-14,more than 400,400,,800,,,students,,1,walkout,0,0,0,0,1,1,http://www.wjtv.com/news/students-walkout-at-pascagoula-high-school_20180314171612/1045029466,http://www.wdam.com/story/37721990/coast-schools-to-honor-17-victims-of-the-parkland-shooting,,,
Vidalia,Vidalia Junior High,MS,US,2018-03-14,more than 260,260,,260,,,students,,1,walkout,0,0,0,0,1,1,https://www.natchezdemocrat.com/2018/03/15/vidalia-students-honor-school-shooting-victims/,,,,
Biloxi,Biloxi High School,MS,US,2018-03-14,,,,,,,,,,rang bell; assembly,,,,,,,http://www.wdam.com/story/37721990/coast-schools-to-honor-17-victims-of-the-parkland-shooting,,,,
Gulfport,Gulfport High School,MS,US,2018-03-14,,,,,,,,,,17-minute moment of silence at 8 am,,,,,,,http://www.wdam.com/story/37721990/coast-schools-to-honor-17-victims-of-the-parkland-shooting,,,,
Long Beach,Long Beach HS,MS,US,2018-03-14,,,,,,,,,,event on school safety,,,,,,,http://www.wdam.com/story/37721990/coast-schools-to-honor-17-victims-of-the-parkland-shooting,,,,
Billings,Billings West High School,MT,US,2018-03-14,hundreds,200,,200,,,students,,1,walkout,0,0,0,0,1,1,http://www.wral.com/walkout-sows-unity-and-discord-in-montana/17420520/,,,,
Browning,Browning High School,MT,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.krtv.com/story/37717826/walk-outs-and-discussions-planned-for-some-montana-schools-to-protest-school-shootings,,,,
Butte,Butte High School,MT,US,2018-02-14,about 40,40,,40,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://mtstandard.com/news/local/students-walk-out-of-butte-schools-in-solidarity-with-national/article_b676e1d4-673f-5068-af10-06306e47f64e.html,,,,
Butte,East Middle School,MT,US,2018-03-14,about 100,100,,100,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://mtstandard.com/news/local/students-walk-out-of-butte-schools-in-solidarity-with-national/article_b676e1d4-673f-5068-af10-06306e47f64e.html,,,,
Helena,Capital High School,MT,US,2018-03-14,more than 200,200,,200,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.npr.org/sections/thetwo-way/2018/03/14/593433911/across-the-country-students-walk-out-to-protest-gun-violence,http://www.ktvh.com/2018/03/helena-high-school-students-join-national-walkout-to-memorialize-shooting-victims,,,
Helena,Helena High School,MT,US,2018-03-14,more than 200,200,,200,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,https://www.npr.org/sections/thetwo-way/2018/03/14/593433911/across-the-country-students-walk-out-to-protest-gun-violence,http://www.ktvh.com/2018/03/helena-high-school-students-join-national-walkout-to-memorialize-shooting-victims,,,
Missoula,Missoula International School,MT,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.kulr8.com/story/37725025/watch-montana-students-join-national-walkout-for-school-safety,,,,
Missoula,University of Montana,MT,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,http://www.kulr8.com/story/37725025/watch-montana-students-join-national-walkout-for-school-safety,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Burlington,Cummings High School,NC,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,protest,0,0,0,0,1,1,http://www.thetimesnews.com/news/20180310/alamance-students-plan-walkout-in-protest-wed,,,,
Cary,Panther Creek High School,NC,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,https://twitter.com/CreekWalkOut?lang=en,http://act.indivisible.org/event/national-school-walkout/8615/signup/?akid=&zip=&source=,,,
Chapel Hill,East Chapel Hill High School,NC,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,,,,,1,1,http://kdvr.com/2018/03/14/students-stage-school-walkouts-across-country-to-protest-gun-violence/,,,,
Chapel Hill,Phoenix Academy High School,NC,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,pinwheel memorial,,,,,,,https://twitter.com/CHCCSPTACouncil/status/973937769503436800,,,,
Charlotte,Independence High School,NC,US,2018-03-14,hundreds,200,,200,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.charlotteobserver.com/news/local/education/article204947384.html,,,,
Charlotte,Piedmont Middle School,NC,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,https://twitter.com/CMS_MelanieB/status/973929234363273217,,,,
Graham,Southern Almance HIgh School,NC,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,,0,1,1,http://www.thetimesnews.com/news/20180310/alamance-students-plan-walkout-in-protest-wed,,,,
High Point,Penn-Griffin School For the Arts,NC,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://yesweekly.com/students-from-penn-griffin-school-for-the-arts-walk-out-in-protest-of-gun-violence/,,,,
Kernersville,Glenn High School,NC,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,http://act.indivisible.org/event/national-school-walkout/8715/signup/?akid=&zip=&source=,,,,
Monroe  ,Central Academy of Technogloy,NC,US,2018-03-14,hundreds,200,,200,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.wcnc.com/article/news/politics/enough-is-enough-local-students-stage-walkouts-to-protest-gun-violence/275-528484704,,,,
Ocracoke,Ocracoke School,NC,US,2018-03-14,about 75,75,,75,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://publicradioeast.org/post/ocracoke-students-participate-national-walkout-against-school-gun-violence,,,,
Pfafftown,Ronald Reagan High School,NC,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,http://act.indivisible.org/event/national-school-walkout/8718/signup/?akid=&zip=&source=,,,,
Roanoke Rapids,Roanoke Rapids High School,NC,US,2018-03-14,about 150,150,,150,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,http://www.rrdailyherald.com/news/local/rrhs-students-participate-in-national-school-walkout/article_d52402dc-2879-11e8-b4ff-d7a771d813cb.html,,,,
Wilson,Wilson Preparatory Academy,NC,US,2018-03-14,na,1,,1,,,Students,,1,walkout,0,0,0,0,1,1,https://mashable.com/2018/03/14/national-student-walkout-justin-blackman-only-one/#gKU6CL78tgqC,,,,
Stanly County schools,Stanly County Schools,NC,US,2018-03-14,,,,,,,,,,,,,,,,,http://www.wsoctv.com/news/local/students-told-they-couldnt-participate-in-walkout-in-stanly-county/716560939,,,,conducted 17-minute lockdown drill instead
Bismarck,Bismarck High School,ND,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,https://actionnetwork.org/events/walkout-keep-our-schools-safe,,,,
Grand Forks,Grand Forks Central High School,ND,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://actionnetwork.org/events/never-again-walkout,,,,
Jamestown,Jamestown High School,ND,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,https://actionnetwork.org/events/jhs-walkout,,,,
Kearney,Kearney High School,NE,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://actionnetwork.org/events/kearney-high-school-walkout,,,,
Lincoln,Lincoln High School,NE,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,,,,,1,1,https://actionnetwork.org/events/enough-national-school-walkout-29,,,,
Omaha,Marian High School,NE,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.3newsnow.com/news/local-news/area-students-plan-to-walkout?autoplay=true,,,,
Omaha,Millard West High School,NE,US,2018-03-14,dozens,24,,24,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,https://www.3newsnow.com/news/local-news/area-students-plan-to-walkout?autoplay=true,,,,
Omaha,Duchesne Academy,NE,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,https://www.3newsnow.com/news/local-news/area-students-plan-to-walkout?autoplay=true,,,,
Wayne,Wayne State College,NE,US,2018-03-14,,,,,,,Students; Womens March Youth,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://actionnetwork.org/events/wayne-state-college-walkout,,,,
Bedford,Bedford HS,NH,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,http://nh1.com/news/new-hampshire/safety-first-nh-students-skips-class-to-join-national-walkout,,,,
Concord,Concord HS,NH,US,2018-03-14,more than 600,600,,600,,,students,,1,walkout,0,0,0,0,1,1,http://nh1.com/news/new-hampshire/safety-first-nh-students-skips-class-to-join-national-walkout,http://www.concordmonitor.com/Student-planned-walk-out-at-Concord-High-School-planned-for-student-safety-vigil-for-gun-violence-victims-16184217,form,,
Derry,Pinkerton Academy,NH,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,http://nh1.com/news/new-hampshire/safety-first-nh-students-skips-class-to-join-national-walkout,,,,
Exeter,Exeter High School,NH,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.nbcboston.com/news/local/Massachusetts-Students-Walk-Out-in-Gun-Protests-476789983.html,,,,
Keene,Keene High School,NH,US,2018-03-14,more than 150,150,,150,,,students,,1,walkout,0,0,0,0,1,1,http://www.sentinelsource.com/news/local/keene-high-students-join-national-walkout-at-school-this-morning/article_2feaabca-202c-5f14-923f-971ddb4150c2.html,,,,
Lebanon,Lebanon HS,NH,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.nbcboston.com/news/local/Massachusetts-Students-Walk-Out-in-Gun-Protests-476789983.html,,,,
Londonderry ,Londonderry High School,NH,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.nbcboston.com/news/local/Massachusetts-Students-Walk-Out-in-Gun-Protests-476789983.html,,,,
Merrimack,Merrimack High School,NH,US,2018-03-14,na,400,,700,,,students,,1,walkout,0,0,0,0,1,1,form,,,,
Milford,Milford HS,NH,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,http://nh1.com/news/new-hampshire/safety-first-nh-students-skips-class-to-join-national-walkout,,,,
Nashua,Nashua South High Schoo,NH,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://www.nbcboston.com/news/local/Massachusetts-Students-Walk-Out-in-Gun-Protests-476789983.html,,,,
Peterborough,ConVal Regional High School,NH,US,2018-03-15,,,,,,,students,,1,walkout,,,,,1,1,http://www.sentinelsource.com/news/local/keene-high-students-join-national-walkout-at-school-this-morning/article_2feaabca-202c-5f14-923f-971ddb4150c2.html,,,postponed due to snow,
Plymouth,Plymouth State University,NH,US,2018-03-14,na,100,,100,,,"students, faculty and staff",,1,protest,0,0,0,0,1,1,http://nh1.com/news/new-hampshire/safety-first-nh-students-skips-class-to-join-national-walkout,,,,
Plaistow,Timberlane Regional High School,NH,US,2018-03-15,,,,,,,students,,1,walkout,0,0,0,0,1,1,http://www.eagletribune.com/news/haverhill/local-students-carry-nationwide-walkout-into-second-day/article_48798f51-494e-5adc-89b9-86e37cfcb9b9.html,,,,
Portsmouth,,NH,US,2018-03-14,FB: 233,233,,233,,,students; general protestors,Enough: National School Walkout,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/408328249620756/,,,,
Allendale,Northern Highlands Regional H.S.,NJ,US,2018-03-14,about a dozen,12,,12,,,students; general protestors,Enough: National School Walkout,1,protest,,,,,1,1,http://www.nj.com/education/2018/03/thousands_of_kids_are_walking_out_of_nj_schools_th.html,,,,
Asbury Park,Asbury Park HS,NJ,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,http://newjersey.news12.com/story/37726961/thousands-of-nj-students-stage-walkout-to-protest-gun-violence,,,,
Bayonne,Bayonne High School,NJ,US,2018-03-14,,,,,,,students,,1,walkout,0,0,0,0,1,1,https://twitter.com/News12NJ/status/973939418351403008,,,,
Bloomfield,Bloomfield High School,NJ,US,2018-03-14,,,,,,,students,,1,walkout,,,,,1,1,https://twitter.com/northjersey/status/973941494892527616,,,,
Camden,Camden Academy Charter,NJ,US,2018-03-14,,,,,,,,,1,walkout,0,0,0,0,1,1,http://philadelphia.cbslocal.com/2018/03/14/delaware-valley-national-walkout-day/,,,,
Carteret,Carteret High School,NJ,US,2018-03-14,approximately 250,250,,250,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
Cherry Hill,Cherry Hill High School West,NJ,US,2018-03-14,hundreds,200,,200,,,,,1,walkout,0,0,0,0,1,1,http://www.philly.com/philly/education/national-school-walkout-philadelphia-students-parkland-florida-shootings-gun-control-20180314.html?utm_medium=social&utm_source=t.co&utm_campaign=Daily+News+Twitter+Account&cid=Daily+News+Twitter+Account,http://philadelphia.cbslocal.com/2018/03/14/delaware-valley-national-walkout-day/,,,
Clark  ,Mother Seton High School,NJ,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
Cliffside Park,Cliffside Park High School,NJ,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://twitter.com/CPHS_RAIDER/status/973926473643020294,,,,
Colonia,Colonia High School,NJ,US,2018-03-14,800+,800,,800,,,students,,1,walkout,0,0,0,0,1,1,http://newjersey.news12.com/story/37726961/thousands-of-nj-students-stage-walkout-to-protest-gun-violence,https://twitter.com/ColoniaHigh/status/974014043903143936?ref_src=twsrc%5Etfw&ref_url=http%3A%2F%2Fnewjersey.news12.com%2Fstory%2F37726961%2Fthousands-of-nj-students-stage-walkout-to-protest-gun-violence,,,
Columbia,Columbia High School,NJ,US,2018-03-14,,,,,,,Students,,1,walkout,0,0,0,0,1,1,https://www.tapinto.net/articles/students-lead-walkout-at-columbia-high-school-on,,,,
East Brunswick,East Brunswick High School,NJ,US,2018-03-14,estimated 450,450,,450,,,students,,1,walkout,0,0,0,0,1,1,https://patch.com/new-jersey/eastbrunswick/450-kids-walk-out-east-brunswick-high-wednesday,,,,
Edison,Bishop Ahr High School,NJ,US,2018-03-14,na,750,,750,,,students,,1,walkout,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
Edison,Wardlaw Hartridge High School,NJ,US,2018-03-14,,,,,,,students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
Edison,Wardlaw Hartridge High School,NJ,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,0,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
Flemington,Hunterdon Central High School,NJ,US,2018-03-14,,,,,,,Students,Enough: National School Walkout,1,walkout,0,0,0,0,1,1,https://www.mycentraljersey.com/story/news/education/in-our-schools/2018/03/14/school-walkouts-central-jersey/420065002/,,,,
