store_name,storeid,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,year_first,year_last,X,Y,method,match,dup,st_type,loc_id,store_name_l,store
Dollar General 13010,st_278120,2018,Metropolitan Ave,NA,Kansas City,KS,66106,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-94.6511,39.07293,usda,NA,NA,CO,L203266,dollar general 13010,Dollar General
Dollar General 13011,st_278509,2013,E Pass Rd,NA,Gulfport,MS,39507,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-89.01123,30.40097,usda,NA,NA,CO,L203267,dollar general 13011,Dollar General
Dollar General 13012,st_278443,5023,Baseline Rd,NA,Little Rock,AR,72209,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-92.33401,34.66865,usda,NA,NA,CO,L203268,dollar general 13012,Dollar General
Dollar General 13013,st_268017,41,N Bay Springs Rd,NA,Dothan,AL,36303,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-85.52454,31.23844,usda,NA,NA,CO,L203269,dollar general 13013,Dollar General
Dollar General 13014,st_280920,5076,County Road 218,NA,Middleburg,FL,32068,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-81.94323,30.08621,usda,NA,NA,CO,L203270,dollar general 13014,Dollar General
Dollar General 13015,st_275954,521,E Elizabeth,NA,Jefferson,SC,29718,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-80.37923,34.65214,usda,NA,NA,CO,L203271,dollar general 13015,Dollar General
Dollar General 13016,st_275955,5807,N Main St,NA,Columbia,SC,29203,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-81.01422,34.05647,usda,NA,NA,CO,L203272,dollar general 13016,Dollar General
Dollar General 13018,st_286716,580,W Palm Dr,NA,Homestead,FL,33034,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-80.48496,25.44787,usda,NA,NA,CO,L203273,dollar general 13018,Dollar General
Dollar General 13019,st_280924,4995,Highway 155 N,NA,Stockbridge,GA,30281,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-84.14934,33.58305,usda,NA,NA,CO,L203274,dollar general 13019,Dollar General
DOLLAR GENERAL 1302,st_145559,3127,Highway 80 E,NA,Pearl,MS,39208,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-90.11647,32.2828,usda,NA,NA,CO,L203275,dollar general 1302,Dollar General
Dollar General 13021,st_284383,9480,Wayne Rd,NA,Romulus,MI,48174,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-83.38586,42.23383,usda,NA,NA,CO,L203276,dollar general 13021,Dollar General
Dollar General 13022,st_284638,1901,Main St,NA,Conneautville,PA,16404,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-80.36174,41.75024,usda,NA,NA,CO,L203277,dollar general 13022,Dollar General
Dollar General 13023,st_280248,2810,Highway 15,NA,Whitesburg,KY,41858,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-82.85089,37.12511,usda,NA,NA,CO,L203278,dollar general 13023,Dollar General
Dollar General 13024,st_273082,1906,W Gaines St,NA,Lawrenceburg,TN,38464,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-87.36435,35.2448,usda,NA,NA,CO,L203279,dollar general 13024,Dollar General
Dollar General 13025,st_278513,1030,Pocalla Rd,NA,Sumter,SC,29150,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-80.34065,33.89413,usda,NA,NA,CO,L203280,dollar general 13025,Dollar General
DOLLAR GENERAL 13026,st_282865,4049,Highway 142,NA,Newborn,GA,30056,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-83.69791,33.51885,usda,NA,NA,CO,L203281,dollar general 13026,Dollar General
Dollar General 13029,st_279043,2450,Highway 80,NA,Choudrant,LA,71227,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-92.51244,32.52956,usda,NA,NA,CO,L203282,dollar general 13029,Dollar General
DOLLAR GENERAL 1303,st_152933,1205,Broad St,NA,Selma,AL,36701,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-87.02418,32.41751,usda,NA,NA,CO,L203283,dollar general 1303,Dollar General
Dollar General 13030,st_275957,1479,Tiny Town Rd,NA,Clarksville,TN,37042,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-87.36946,36.62528,usda,NA,NA,CO,L203284,dollar general 13030,Dollar General
Dollar General 13031,st_277162,12191,Canal Rd,NA,Gulfport,MS,39503,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-89.13701,30.46294,usda,NA,NA,CO,L203285,dollar general 13031,Dollar General
Dollar General 13033,st_275762,124,S Highway 10,NA,Kansas,OK,74347,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-94.77963,36.20471,usda,NA,NA,CO,L203286,dollar general 13033,Dollar General
Dollar General 13034,st_278459,12232,LA Hwy 105,NA,Melville,LA,71353,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-91.74303,30.68526,usda,NA,NA,CO,L203287,dollar general 13034,Dollar General
Dollar General 13035,st_276871,725,S Main St,NA,Caseyville,IL,62232,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-90.02928,38.63215,usda,NA,NA,CO,L203288,dollar general 13035,Dollar General
Dollar General 13037,st_289157,4419,Coteau Rd,NA,New Iberia,LA,70560,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-91.9446,30.0508,usda,NA,NA,CO,L203289,dollar general 13037,Dollar General
Dollar General 13038,st_275758,4306,Kibler Rd,NA,Van Buren,AR,72956,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-94.30874,35.43586,usda,NA,NA,CO,L203290,dollar general 13038,Dollar General
Dollar General 13039,st_280930,1118,Dickerson Pike,NA,Nashville,TN,37207,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-86.77277,36.19165,usda,NA,NA,CO,L203291,dollar general 13039,Dollar General
Dollar General 13040,st_276547,4287,Highway 15,NA,Mangham,LA,71259,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-91.77619,32.31849,usda,NA,NA,CO,L203292,dollar general 13040,Dollar General
Dollar General 13041,st_276536,1106,Caffey Dr,NA,Oxford,AL,36203,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-85.86906,33.59721,usda,NA,NA,CO,L203293,dollar general 13041,Dollar General
Dollar General 13043,st_261027,3900,Glenwood Rd,NA,Decatur,GA,30032,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-84.25833,33.73808,usda,NA,NA,CO,L203294,dollar general 13043,Dollar General
Dollar General 13044,st_267732,535,Emmett St E,NA,Battle Creek,MI,49017,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-85.15794,42.33028,usda,NA,NA,CO,L203295,dollar general 13044,Dollar General
Dollar General 13046,st_292006,9565,State Route 209,NA,Williamstown,PA,17098,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-76.61299,40.57649,usda,NA,NA,CO,L203296,dollar general 13046,Dollar General
Dollar General 13047,st_281002,3150,Willow Creek Rd,NA,Prescott,AZ,86301,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-112.4612,34.59822,usda,NA,NA,CO,L203297,dollar general 13047,Dollar General
Dollar General 13048,st_267229,2586,Highway 101 S,NA,Villa Rica,GA,30180,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-84.97454,33.80757,usda,NA,NA,CO,L203298,dollar general 13048,Dollar General
Dollar General 13049,st_282590,45,S Airport Dr,NA,Henrico,VA,23075,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-77.32131,37.53638,usda,NA,NA,CO,L203299,dollar general 13049,Dollar General
Dollar General 13050,st_278507,2460,Main St,NA,Willisburg,KY,40078,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-85.13778,37.80745,usda,NA,NA,CO,L203300,dollar general 13050,Dollar General
Dollar General 13051,st_272024,1916,S Main,NA,Shattuck,OK,73858,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-99.8815,36.25797,usda,NA,NA,CO,L203301,dollar general 13051,Dollar General
Dollar General 13052,st_293115,3325,Coral Ridge Rd,NA,Brooks,KY,40109,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-85.71046,38.05994,usda,NA,NA,CO,L203302,dollar general 13052,Dollar General
Dollar General 13053,st_290048,3628,Benson Rd,NA,Garner,NC,27529,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-78.61047,35.63028,usda,NA,NA,CO,L203303,dollar general 13053,Dollar General
Dollar General 13054,st_268065,429,S Evergreen Ave,NA,Woodbury,NJ,8096,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-75.14953,39.82827,usda,NA,NA,CO,L203304,dollar general 13054,Dollar General
DOLLAR GENERAL 13055,st_282866,2847,Bouldercrest Rd,NA,Ellenwood,GA,30294,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-84.30775,33.67678,usda,NA,NA,CO,L203305,dollar general 13055,Dollar General
Dollar General 13056,st_279978,12705,Grafton Rd,NA,Carleton,MI,48117,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-83.38023,42.05991,usda,NA,NA,CO,L203306,dollar general 13056,Dollar General
Dollar General 13059,st_277168,150,SW 8th Ave,NA,Cedaredge,CO,81413,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-107.92849,38.89336,usda,NA,NA,CO,L203307,dollar general 13059,Dollar General
Dollar General 13060,st_262894,4518,Edmondson Ave,NA,Baltimore,MD,21229,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-76.69198,39.29355,usda,NA,NA,CO,L063503,dollar general 13060,Dollar General
Dollar General 13061,st_277787,6730,Jefferson Davis Hwy,NA,Richmond,VA,23237,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-77.43964,37.4332,usda,NA,NA,CO,L203308,dollar general 13061,Dollar General
Dollar General 13064,st_276537,12912,McVay Dr,NA,North Mobile,AL,36606,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-88.1142,30.65184,usda,NA,NA,CO,L203309,dollar general 13064,Dollar General
Dollar General 13065,st_275420,2004,S Rouse St,NA,Pittsburg,KS,66762,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-94.68686,37.38748,usda,NA,NA,CO,L203310,dollar general 13065,Dollar General
Dollar General 13066,st_297353,1323,W Ramsey St,NA,Banning,CA,92220,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-116.89119,33.92548,usda,NA,NA,CO,L203311,dollar general 13066,Dollar General
Dollar General 13067,st_281570,300,West Sylvania Ave,NA,Neptune City,NJ,7753,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-74.04385,40.20477,usda,NA,NA,CO,L203312,dollar general 13067,Dollar General
Dollar General 13068,st_280250,1799,Highway 1 N,NA,Greenville,MS,38703,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-91.04279,33.44975,usda,NA,NA,CO,L203313,dollar general 13068,Dollar General
DOLLAR GENERAL 13069,st_282871,848,S 16th Ave,NA,Laurel,MS,39440,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-89.14687,31.67799,usda,NA,NA,CO,L203314,dollar general 13069,Dollar General
DOLLAR GENERAL 1307,st_148600,113,Columbia Rd,NA,Wagener,SC,29164,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-81.35969,33.65417,usda,NA,NA,CO,L203315,dollar general 1307,Dollar General
Dollar General 13070,st_285332,10961,Highway 45,NA,Chunchula,AL,36521,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-88.19932,30.91935,usda,NA,NA,CO,L203316,dollar general 13070,Dollar General
Dollar General 13071,st_279226,785,E Thorpe Rd,NA,Las Cruces,NM,88007,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-106.81054,32.3896,usda,NA,NA,CO,L203317,dollar general 13071,Dollar General
DOLLAR GENERAL 13077,st_142500,1300,N Belt Line Rd,NA,Mesquite,TX,75149,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-96.59591,32.7814,usda,NA,NA,CO,L203318,dollar general 13077,Dollar General
DOLLAR GENERAL 13078,st_152411,2909,Pleasant Garden Rd,NA,Greensboro,NC,27406,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-79.76812,36.03062,usda,NA,NA,CO,L203319,dollar general 13078,Dollar General
DOLLAR GENERAL 13079,st_146314,4351,Hugh Howell Rd,NA,Tucker,GA,30084,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-84.20932,33.85192,usda,NA,NA,CO,L203320,dollar general 13079,Dollar General
Dollar General 13080,st_271043,3451,Decatur Ave,NA,Fort Worth,TX,76106,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-97.33905,32.80639,usda,NA,NA,CO,L203321,dollar general 13080,Dollar General
Dollar General 13081,st_279228,300,S Gee St,NA,Jonesboro,AR,72401,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-90.72569,35.84013,usda,NA,NA,CO,L203322,dollar general 13081,Dollar General
Dollar General 13082,st_283782,13415,SE 47th Ave,NA,Belleview,FL,34420,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-82.07026,29.02738,usda,NA,NA,CO,L203323,dollar general 13082,Dollar General
Dollar General 13083,st_266179,4002,Polk St,NA,Houston,TX,77023,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-95.33943,29.74007,usda,NA,NA,CO,L203324,dollar general 13083,Dollar General
Dollar General 13084,st_280251,3288,S Mount Juliet Rd,NA,Hermitage,TN,37076,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-86.5191,36.12434,usda,NA,NA,CO,L203325,dollar general 13084,Dollar General
Dollar General 13086,st_285399,6315,Scenic Hwy,NA,Baton Rouge,LA,70805,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-91.17081,30.50604,usda,NA,NA,CO,L203326,dollar general 13086,Dollar General
Dollar General 13088,st_278448,3124,W Roosevelt Rd,NA,Little Rock,AR,72204,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-92.30895,34.72559,usda,NA,NA,CO,L203327,dollar general 13088,Dollar General
Dollar General 13089,st_278428,1025,N Pearl St,NA,Bridgeton,NJ,8302,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-75.21056,39.45716,usda,NA,NA,CO,L203328,dollar general 13089,Dollar General
Dollar General 13090,st_285400,502,Saint Clair Rd,NA,Boyce,LA,71409,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-92.72589,31.27161,usda,NA,NA,CO,L203329,dollar general 13090,Dollar General
Dollar General 13092,st_278495,4710,Stemly Rd,NA,Talladega,AL,35160,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-86.21357,33.51229,usda,NA,NA,CO,L203330,dollar general 13092,Dollar General
Dollar General 13093,st_273990,1616,N Church St,NA,Jonesboro,AR,72401,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-90.70324,35.8597,usda,NA,NA,CO,L203331,dollar general 13093,Dollar General
Dollar General 13096,st_280252,132,Highway 35 S,NA,Walnut Grove,MS,39189,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-89.46243,32.5973,usda,NA,NA,CO,L203332,dollar general 13096,Dollar General
Dollar General 13097,st_282098,15216,Chicot Rd,NA,Mabelvale,AR,72103,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-92.36503,34.61116,usda,NA,NA,CO,L203333,dollar general 13097,Dollar General
Dollar General 13098,st_277351,9010,Clearwood Dr,NA,Houston,TX,77075,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-95.24535,29.63942,usda,NA,NA,CO,L203334,dollar general 13098,Dollar General
Dollar General 13099,st_284233,6408,LA Highway 3059,NA,Iowa,LA,70647,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-93.03854,30.27661,usda,NA,NA,CO,L203335,dollar general 13099,Dollar General
DOLLAR GENERAL 131,st_144906,1011,S Baldwin Ave,NA,Marion,IN,46953,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-85.67548,40.55172,usda,NA,NA,CO,L203336,dollar general 131,Dollar General
DOLLAR GENERAL 1310,st_119860,1167,Highway 51 N,NA,Ripley,TN,38063,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-89.53876,35.76741,usda,NA,NA,CO,L203337,dollar general 1310,Dollar General
Dollar General 13100,st_284382,105,W Division St,NA,Remington,IN,47977,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-87.15245,40.76582,usda,NA,NA,CO,L203338,dollar general 13100,Dollar General
Dollar General 13101,st_281510,4549,E Pawnee St,NA,Wichita,KS,67218,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-97.28331,37.65001,usda,NA,NA,CO,L203339,dollar general 13101,Dollar General
Dollar General 13102,st_278504,1420,Rayonier Rd,NA,Jesup,GA,31545,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-81.89035,31.65798,usda,NA,NA,CO,L203340,dollar general 13102,Dollar General
Dollar General 13103,st_285401,5902,Jonesboro Rd,NA,West Monroe,LA,71292,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-92.21276,32.41206,usda,NA,NA,CO,L203341,dollar general 13103,Dollar General
Dollar General 13105,st_278506,15,Peach Rd,NA,Byron,GA,31008,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-83.71815,32.67265,usda,NA,NA,CO,L203342,dollar general 13105,Dollar General
Dollar General 13106,st_282432,507,S Superior,NA,Ramsey,IL,62080,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-89.10828,39.13983,usda,NA,NA,CO,L203343,dollar general 13106,Dollar General
DOLLAR GENERAL 13107,st_282874,5584,Highway 19 N,NA,Meridian,MS,39307,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-88.77939,32.41838,usda,NA,NA,CO,L203344,dollar general 13107,Dollar General
DOLLAR GENERAL 13108,st_142869,812,E Braker Ln,NA,Austin,TX,78753,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-97.6744,30.37642,usda,NA,NA,CO,L203345,dollar general 13108,Dollar General
Dollar General 13109,st_282592,402,2nd St,NA,Burkeville,VA,23922,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-78.20491,37.18659,usda,NA,NA,CO,L203346,dollar general 13109,Dollar General
DOLLAR GENERAL 1311,st_144337,1449,S 1st St,NA,Union City,TN,38261,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-89.05814,36.41276,usda,NA,NA,CO,L203347,dollar general 1311,Dollar General
Dollar General 13110,st_284235,1811,Coors Blvd SW,NA,Albuquerque,NM,87121,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-106.70744,35.0513,usda,NA,NA,CO,L203348,dollar general 13110,Dollar General
Dollar General 13111,st_284237,64550,E Highway 60,NA,Wyandotte,OK,74370,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-94.72431,36.805,usda,NA,NA,CO,L203349,dollar general 13111,Dollar General
Dollar General 13112,st_281628,1325,1st St,NA,Alamogordo,NM,88310,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-105.94474,32.89044,usda,NA,NA,CO,L203350,dollar general 13112,Dollar General
Dollar General 13114,st_277340,1201,E Smith St,NA,Stratford,OK,74872,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-96.94965,34.79657,usda,NA,NA,CO,L203351,dollar general 13114,Dollar General
Dollar General 13115,st_309560,1401,S Pleasant Valley Rd,NA,Austin,TX,78741,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,1,1,1,1,2013,2018,-97.71908,30.23951,usda,NA,NA,CO,L203352,dollar general 13115,Dollar General
Dollar General 13116,st_291112,676,N Volusia Ave,NA,Orange City,FL,32763,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-81.29881,28.95618,usda,NA,NA,CO,L203353,dollar general 13116,Dollar General
Dollar General 13119,st_405994,321,Main St,NA,Chester,VT,5143,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,0,0,0,0,1,1,2017,2018,-72.60058,43.26503,usda,NA,NA,CO,L203354,dollar general 13119,Dollar General
Dollar General 13120,st_284646,2941,Charles Town Rd,NA,Kearneysville,WV,25430,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-77.91594,39.41241,usda,NA,NA,CO,L203355,dollar general 13120,Dollar General
Dollar General 13121,st_297206,6810,Winton Way,NA,Winton,CA,95388,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-120.61345,37.38649,usda,NA,NA,CO,L203356,dollar general 13121,Dollar General
Dollar General 13122,st_297324,3903,Walmsley Blvd,NA,Richmond,VA,23234,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-77.46819,37.46869,usda,NA,NA,CO,L203357,dollar general 13122,Dollar General
Dollar General 13124,st_285334,2505,Martin Luther King Jr Dr,NA,Lumberton,NC,28358,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-79.02871,34.60322,usda,NA,NA,CO,L203358,dollar general 13124,Dollar General
Dollar General 13127,st_278510,10750,Highway 178,NA,Olive Branch,MS,38654,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-89.79951,34.93623,usda,NA,NA,CO,L203359,dollar general 13127,Dollar General
Dollar General 13128,st_266097,120,N Baltimore St,NA,Dillsburg,PA,17019,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-77.03609,40.11298,usda,NA,NA,CO,L203360,dollar general 13128,Dollar General
