store_name,storeid,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,year_first,year_last,X,Y,method,match,dup,st_type,loc_id,store_name_l,store
Dollar General 12885,st_267582,710,Holmes St,NA,Frankfort,KY,40601,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-84.85662,38.20752,usda,NA,NA,CO,L203163,dollar general 12885,Dollar General
Dollar General 12886,st_270459,5735,US Highway 61,NA,Jackson,MO,63755,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-89.63677,37.44352,usda,NA,NA,CO,L203164,dollar general 12886,Dollar General
Dollar General 12887,st_273084,2216,18th Ave S,NA,Saint Petersburg,FL,33712,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-82.66325,27.75197,usda,NA,NA,CO,L203165,dollar general 12887,Dollar General
Dollar General 12888,st_274698,811,W Main St,NA,Cole Camp,MO,65325,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-93.21562,38.46083,usda,NA,NA,CO,L203166,dollar general 12888,Dollar General
Dollar General 12891,st_274830,3270,Main St,NA,Stamping Ground,KY,40379,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-84.68304,38.26942,usda,NA,NA,CO,L203167,dollar general 12891,Dollar General
Dollar General 12892,st_277155,5000,E Linwood Blvd,NA,Kansas City,MO,64128,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-94.52456,39.06899,usda,NA,NA,CO,L203168,dollar general 12892,Dollar General
Dollar General 12893,st_264130,20351,W Hwy 66,NA,Kellyville,OK,74039,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-96.22115,35.94357,usda,NA,NA,CO,L203169,dollar general 12893,Dollar General
Dollar General 12895,st_267577,13870,Highway 69 S,NA,Tuscaloosa,AL,35405,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-87.56248,33.07831,usda,NA,NA,CO,L203170,dollar general 12895,Dollar General
Dollar General 12896,st_266106,19,Salem Village Sq,NA,Newark,DE,19713,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-75.69588,39.66848,usda,NA,NA,CO,L203171,dollar general 12896,Dollar General
Dollar General 12897,st_274697,214,N Oak Ln,NA,Blue Grass,IA,52726,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-90.73142,41.45522,usda,NA,NA,CO,L203172,dollar general 12897,Dollar General
Dollar General 12898,st_277350,5661,Highway 182,NA,Opelousas,LA,70570,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-92.09383,30.48627,usda,NA,NA,CO,L203173,dollar general 12898,Dollar General
Dollar General 12899,st_272987,450,E Main Hulbert,NA,Hulbert,OK,74441,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-95.13883,35.93271,usda,NA,NA,CO,L203174,dollar general 12899,Dollar General
Dollar General 12900,st_273015,677,Kidder St,NA,Wilkes Barre,PA,18702,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-75.84653,41.25052,usda,NA,NA,CO,L203175,dollar general 12900,Dollar General
Dollar General 12903,st_267148,100,S Prairie Dr,NA,Madrid,IA,50156,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-93.8163,41.86768,usda,NA,NA,CO,L203176,dollar general 12903,Dollar General
Dollar General 12905,st_275956,143,N Highway 340,NA,Parrottsville,TN,37843,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-83.09394,36.01277,usda,NA,NA,CO,L203177,dollar general 12905,Dollar General
Dollar General 12907,st_275763,11100,Sean Haggerty,NA,El Paso,TX,79934,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-106.42459,31.93659,usda,NA,NA,CO,L203178,dollar general 12907,Dollar General
Dollar General 12909,st_274832,421,N George St,NA,Rocky Mount,NC,27801,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-77.78743,35.94105,usda,NA,NA,CO,L203179,dollar general 12909,Dollar General
Dollar General 12910,st_274203,722,Springfield Rd,NA,Springfield,SC,29146,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-81.279,33.49687,usda,NA,NA,CO,L203180,dollar general 12910,Dollar General
Dollar General 12911,st_274204,975,Highway 550,NA,Brookhaven,MS,39601,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-90.46108,31.58613,usda,NA,NA,CO,L203181,dollar general 12911,Dollar General
Dollar General 12912,st_275771,706,E Edinburg Ave,NA,Elsa,TX,78543,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-97.9847,26.29347,usda,NA,NA,CO,L133030,dollar general 12912,Dollar General
Dollar General 12913,st_286616,2007,W Jefferson St,NA,Springfield,IL,62702,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-89.68845,39.81004,usda,NA,NA,CO,L203182,dollar general 12913,Dollar General
Dollar General 12915,st_276531,1662,Caleb Dr SE,NA,Brookhaven,MS,39601,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-90.38571,31.55117,usda,NA,NA,CO,L203183,dollar general 12915,Dollar General
Dollar General 12916,st_266102,137,Egg Harbor Rd,NA,Sewell,NJ,8080,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-75.09893,39.78099,usda,NA,NA,CO,L203184,dollar general 12916,Dollar General
Dollar General 12917,st_267231,3017,Bridges St,NA,Morehead City,NC,28557,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-76.74435,34.72724,usda,NA,NA,CO,L203185,dollar general 12917,Dollar General
Dollar General 12918,st_274209,350,US Highway 1 S,NA,Rockingham,NC,28379,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-79.7836,34.91997,usda,NA,NA,CO,L203186,dollar general 12918,Dollar General
Dollar General 12922,st_275756,17691,Marshall St,NA,Garfield,AR,72732,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-93.98856,36.44378,usda,NA,NA,CO,L203187,dollar general 12922,Dollar General
Dollar General 12923,st_259626,704,S Quintard Ave,NA,Anniston,AL,36201,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-85.82565,33.63846,usda,NA,NA,CO,L203188,dollar general 12923,Dollar General
Dollar General 12924,st_281185,835,S Broadway,NA,Goreville,IL,62939,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-88.97128,37.56389,usda,NA,NA,CO,L203189,dollar general 12924,Dollar General
Dollar General 12925,st_275951,25,Westside Village Rd,NA,Hendersonville,NC,28791,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-82.50287,35.3532,usda,NA,NA,CO,L203190,dollar general 12925,Dollar General
Dollar General 12926,st_274862,902,W Main St,NA,Heber Springs,AR,72543,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-92.03874,35.49209,usda,NA,NA,CO,L203191,dollar general 12926,Dollar General
Dollar General 12927,st_278508,502,Jackson St,NA,Edwards,MS,39066,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-90.60023,32.33701,usda,NA,NA,CO,L203192,dollar general 12927,Dollar General
Dollar General 12928,st_272981,11510,Fm 730 N,NA,Azle,TX,76020,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-97.54347,32.93716,usda,NA,NA,CO,L203193,dollar general 12928,Dollar General
Dollar General 12929,st_268015,9728,US Highway 60 E,NA,Spottsville,KY,42458,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-87.44595,37.85937,usda,NA,NA,CO,L203194,dollar general 12929,Dollar General
DOLLAR GENERAL 1293,st_153551,509,Foote St,NA,Corinth,MS,38834,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-88.52002,34.93578,usda,NA,NA,CO,L203195,dollar general 1293,Dollar General
Dollar General 12930,st_267238,60,Johnson Rd,NA,London,KY,40741,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-84.05826,37.12689,usda,NA,NA,CO,L203196,dollar general 12930,Dollar General
Dollar General 12931,st_278705,1840,N Ausable St,NA,Keeseville,NY,12944,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-73.48364,44.50302,usda,NA,NA,CO,L203197,dollar general 12931,Dollar General
Dollar General 12932,st_283976,102,Saratoga Ave,NA,South Glens Falls,NY,12803,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-73.637200000000007,43.29127,usda,NA,NA,CO,L203198,dollar general 12932,Dollar General
Dollar General 12934,st_267583,7334,Highway 231,NA,Masonville,KY,42376,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-87.02902,37.66991,usda,NA,NA,CO,L203199,dollar general 12934,Dollar General
Dollar General 12935,st_264000,82,E 15th St,NA,Paterson,NJ,7524,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-74.154,40.93371,usda,NA,NA,CO,L203200,dollar general 12935,Dollar General
Dollar General 12936,st_278503,607,N Madison,NA,Thomasville,GA,31792,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-83.98624,30.84254,usda,NA,NA,CO,L203201,dollar general 12936,Dollar General
Dollar General 12937,st_268022,11600,Boston Rd,NA,Boston,KY,40107,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-85.66036,37.79136,usda,NA,NA,CO,L203202,dollar general 12937,Dollar General
Dollar General 12938,st_274206,14344,Main St,NA,Orrville,AL,36767,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-87.24223,32.30715,usda,NA,NA,CO,L203203,dollar general 12938,Dollar General
DOLLAR GENERAL 12940,st_282878,3429,Ramill Rd,NA,Memphis,TN,38128,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-89.92736,35.21982,usda,NA,NA,CO,L203204,dollar general 12940,Dollar General
Dollar General 12941,st_268016,9482,W Highway 80,NA,Nancy,KY,42544,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-84.89423,37.12902,usda,NA,NA,CO,L203205,dollar general 12941,Dollar General
Dollar General 12942,st_293237,471,Rimrock Rd,NA,Barstow,CA,92311,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-117.0252,34.87695,usda,NA,NA,CO,L203206,dollar general 12942,Dollar General
Dollar General 12943,st_274824,15300,Williams Landing Rd,NA,Fort Braden,FL,32310,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-84.30215,30.42254,usda,NA,NA,CO,L203207,dollar general 12943,Dollar General
Dollar General 12944,st_272839,2505,280th St,NA,Montrose,IA,52639,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-91.43185,40.55231,usda,NA,NA,CO,L203208,dollar general 12944,Dollar General
Dollar General 12945,st_268023,53417,US Highway 78,NA,Eastaboga,AL,36260,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-86.02296,33.60398,usda,NA,NA,CO,L203209,dollar general 12945,Dollar General
Dollar General 12946,st_285388,2015,N Lamesa Rd,NA,Midland,TX,79701,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-102.06819,32.00968,usda,NA,NA,CO,L203210,dollar general 12946,Dollar General
Dollar General 12947,st_278957,945,Highway 90,NA,Waveland,MS,39576,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-89.40346,30.29873,usda,NA,NA,CO,L203211,dollar general 12947,Dollar General
Dollar General 12948,st_268025,8957,E KY 10,NA,Garrison,KY,41141,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-83.18107,38.59466,usda,NA,NA,CO,L203212,dollar general 12948,Dollar General
Dollar General 12949,st_265868,30,Eddins Rd,NA,Cowarts,AL,36321,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-85.32461,31.19413,usda,NA,NA,CO,L203213,dollar general 12949,Dollar General
DOLLAR GENERAL 1295,st_004119,120,W Clements St,NA,Odessa,TX,79761,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-102.36066,31.83547,usda,NA,NA,CO,L203214,dollar general 1295,Dollar General
Dollar General 12950,st_277348,4905,FM 2738,NA,Alvarado,TX,76009,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-97.17926,32.50716,usda,NA,NA,CO,L203215,dollar general 12950,Dollar General
Dollar General 12951,st_265878,26500,Highway 134,NA,Enterprise,AL,36330,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-85.79229,31.29804,usda,NA,NA,CO,L203216,dollar general 12951,Dollar General
Dollar General 12953,st_278430,1701,Pike Ave,NA,North Little Rock,AR,72114,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-92.27891,34.77114,usda,NA,NA,CO,L203217,dollar general 12953,Dollar General
Dollar General 12954,st_278496,10171,New Kings Rd,NA,Jacksonville,FL,32219,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-81.75243,30.42046,usda,NA,NA,CO,L203218,dollar general 12954,Dollar General
Dollar General 12955,st_280929,2289,Glenns Bay Rd,NA,Myrtle Beach,SC,29575,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-79.00181,33.61932,usda,NA,NA,CO,L203219,dollar general 12955,Dollar General
Dollar General 12956,st_278497,2545,Highway 1,NA,Mims,FL,32754,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-80.84577,28.66752,usda,NA,NA,CO,L203220,dollar general 12956,Dollar General
Dollar General 12958,st_265283,3411,Dundalk Ave,NA,Dundalk,MD,21222,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-76.52035,39.25057,usda,NA,NA,CO,L203221,dollar general 12958,Dollar General
Dollar General 12959,st_270454,4000,Telephone Rd,NA,Houston,TX,77087,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-95.30843,29.70598,usda,NA,NA,CO,L203222,dollar general 12959,Dollar General
Dollar General 12960,st_277349,5431,Southwest Dr,NA,Jonesboro,AR,72404,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-90.74591,35.77802,usda,NA,NA,CO,L203223,dollar general 12960,Dollar General
Dollar General 12961,st_273086,4125,Manson Pike,NA,Murfreesboro,TN,37129,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-86.48025,35.87303,usda,NA,NA,CO,L203224,dollar general 12961,Dollar General
Dollar General 12962,st_277343,1804,Ridge Rd,NA,Duson,LA,70529,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-92.13881,30.1812,usda,NA,NA,CO,L203225,dollar general 12962,Dollar General
Dollar General 12963,st_272983,25815,S Walker Dr,NA,Denham Springs,LA,70726,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-90.86063,30.44357,usda,NA,NA,CO,L203226,dollar general 12963,Dollar General
Dollar General 12964,st_267946,13509,Boydton Plank Rd,NA,Dinwiddie,VA,23841,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-77.57851,37.08598,usda,NA,NA,CO,L203227,dollar general 12964,Dollar General
Dollar General 12965,st_276533,1000,Georgia Ave,NA,Woodbine,GA,31569,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-81.71905,30.96036,usda,NA,NA,CO,L203228,dollar general 12965,Dollar General
Dollar General 12966,st_267836,3330,N Patterson Ave,NA,Winston Salem,NC,27105,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-80.24209,36.13325,usda,NA,NA,CO,L203229,dollar general 12966,Dollar General
Dollar General 12967,st_300283,6729,Manor Rd,NA,Austin,TX,78723,Combination Grocery/Other,2,Small retail,4,0,0,0,0,0,1,1,1,1,1,1,2013,2018,-97.66623,30.31103,usda,NA,NA,CO,L203230,dollar general 12967,Dollar General
Dollar General 12968,st_276539,1800,N Nova Rd,NA,Daytona Beach,FL,32117,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-81.06456,29.24482,usda,NA,NA,CO,L203231,dollar general 12968,Dollar General
Dollar General 12969,st_276534,4241,Highway 9 W,NA,Wallace,SC,29596,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-79.85774,34.71841,usda,NA,NA,CO,L203232,dollar general 12969,Dollar General
DOLLAR GENERAL 1297,st_152523,1475,Pearman Dairy Rd,NA,Anderson,SC,29625,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-82.69577,34.52943,usda,NA,NA,CO,L122205,dollar general 1297,Dollar General
Dollar General 12970,st_275761,3880,Highway 90,NA,Avondale,LA,70094,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-90.21606,29.91083,usda,NA,NA,CO,L203233,dollar general 12970,Dollar General
Dollar General 12971,st_274202,13351,Asheville Hwy,NA,Inman,SC,29349,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-82.11163,35.05251,usda,NA,NA,CO,L203234,dollar general 12971,Dollar General
Dollar General 12972,st_275952,2970,Oxford School Rd,NA,Catawba,NC,28609,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-81.08016,35.71717,usda,NA,NA,CO,L203235,dollar general 12972,Dollar General
Dollar General 12973,st_273088,421,E Long Ave,NA,Glen Alpine,NC,28628,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-81.77928,35.72912,usda,NA,NA,CO,L203236,dollar general 12973,Dollar General
Dollar General 12974,st_274861,6315,W Gore Blvd,NA,Lawton,OK,73501,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-98.3917,34.60867,usda,NA,NA,CO,L203237,dollar general 12974,Dollar General
Dollar General 12975,st_277919,1055,Genesee St,NA,Buffalo,NY,14211,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-78.83893,42.90246,usda,NA,NA,CO,L203238,dollar general 12975,Dollar General
Dollar General 12976,st_275760,36301,Highway 38,NA,Mount Hermon,LA,70450,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-90.29398,30.95317,usda,NA,NA,CO,L203239,dollar general 12976,Dollar General
Dollar General 12977,st_268026,3510,N Highway 11,NA,West Union,SC,29696,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-83.03008,34.80046,usda,NA,NA,CO,L203240,dollar general 12977,Dollar General
Dollar General 12978,st_268024,1125,Five Chop Rd,NA,Orangeburg,SC,29115,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-80.8241,33.48148,usda,NA,NA,CO,L203241,dollar general 12978,Dollar General
Dollar General 12981,st_274858,16340,Florida Blvd,NA,Holden,LA,70744,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-90.67081,30.50394,usda,NA,NA,CO,L203242,dollar general 12981,Dollar General
Dollar General 12982,st_266115,245,Crary Ave,NA,Sheffield,PA,16347,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-79.02927,41.70367,usda,NA,NA,CO,L203243,dollar general 12982,Dollar General
Dollar General 12983,st_277347,2978,Holly Rd,NA,Corpus Christi,TX,78415,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-97.42465,27.72213,usda,NA,NA,CO,L203244,dollar general 12983,Dollar General
Dollar General 12984,st_266322,5175,SW 8th St,NA,Miami,FL,33134,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-80.27921,25.7639,usda,NA,NA,CO,L203245,dollar general 12984,Dollar General
Dollar General 12985,st_267729,15878,M-60,NA,Tekonsha,MI,49092,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-84.98083,42.10773,usda,NA,NA,CO,L203246,dollar general 12985,Dollar General
Dollar General 12986,st_279225,506,E Broadway,NA,Farmington,NM,87412,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-108.19672,36.72844,usda,NA,NA,CO,L203247,dollar general 12986,Dollar General
Dollar General 12987,st_259614,27701,US Highway 27,NA,Leesburg,FL,34748,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-81.87737,28.74932,usda,NA,NA,CO,L203248,dollar general 12987,Dollar General
Dollar General 12988,st_278498,3123,Chiquita Blvd S,NA,Cape Coral,FL,33914,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-82.00688,26.59276,usda,NA,NA,CO,L025434,dollar general 12988,Dollar General
Dollar General 12989,st_281574,10247,Dixie Hwy,NA,Florence,KY,41042,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-84.62096,38.94963,usda,NA,NA,CO,L203249,dollar general 12989,Dollar General
DOLLAR GENERAL 1299,st_152795,140,Parkway Plz,NA,Kosciusko,MS,39090,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-89.60677,33.0602,usda,NA,NA,CO,L203250,dollar general 1299,Dollar General
Dollar General 12990,st_274834,865,Thomas Rd,NA,Warrior,AL,35180,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-86.94732,33.76118,usda,NA,NA,CO,L203251,dollar general 12990,Dollar General
Dollar General 12991,st_280923,1149,S US Highway 17,NA,Satsuma,FL,32189,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-81.65768,29.55884,usda,NA,NA,CO,L203252,dollar general 12991,Dollar General
Dollar General 12992,st_275943,3525,W Gulf to Lake Hwy,NA,Lecanto,FL,34461,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-82.49254,28.85184,usda,NA,NA,CO,L203253,dollar general 12992,Dollar General
Dollar General 12993,st_267552,9328,Sam Snead Hwy,NA,Hot Springs,VA,24445,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-79.81077,38.01332,usda,NA,NA,CO,L203254,dollar general 12993,Dollar General
Dollar General 12994,st_274907,3318,Brandon Ave SW,NA,Roanoke,VA,24018,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-80.00326,37.26344,usda,NA,NA,CO,L203255,dollar general 12994,Dollar General
Dollar General 12997,st_295438,13540,Navajo Rd,NA,Apple Valley,CA,92308,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-117.19032,34.49841,usda,NA,NA,CO,L203256,dollar general 12997,Dollar General
Dollar General 12999,st_267166,2922,E Genesee St,NA,Syracuse,NY,13224,Combination Grocery/Other,2,Small retail,4,0,0,0,1,1,1,1,1,1,1,1,2011,2018,-76.10336,43.042230000000004,usda,NA,NA,CO,L105867,dollar general 12999,Dollar General
DOLLAR GENERAL 1300,st_153552,604,W Bankhead St,NA,New Albany,MS,38652,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-89.02309,34.49831,usda,NA,NA,CO,L203257,dollar general 1300,Dollar General
Dollar General 13001,st_277165,1200,Herring Ave E,NA,Wilson,NC,27893,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-77.89268,35.73239,usda,NA,NA,CO,L203258,dollar general 13001,Dollar General
Dollar General 13002,st_297594,1851,Tod Ave SW,NA,Warren,OH,44485,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-80.83507,41.21852,usda,NA,NA,CO,L203259,dollar general 13002,Dollar General
Dollar General 13003,st_272985,312,W Lake Dr,NA,Hamlin,TX,79520,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-100.13027,32.88402,usda,NA,NA,CO,L203260,dollar general 13003,Dollar General
Dollar General 13004,st_276535,501,E Arch St,NA,Lancaster,SC,29720,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-80.76252,34.72029,usda,NA,NA,CO,L203261,dollar general 13004,Dollar General
Dollar General 13006,st_275948,5466,10th St,NA,Malone,FL,32445,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-85.16191,30.96181,usda,NA,NA,CO,L203262,dollar general 13006,Dollar General
Dollar General 13007,st_284633,7695,Main St,NA,Middletown,VA,22645,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-78.27438,39.03214,usda,NA,NA,CO,L203263,dollar general 13007,Dollar General
Dollar General 13009,st_274863,910,N Kings Hwy,NA,Texarkana,TX,75501,Combination Grocery/Other,2,Small retail,4,0,0,0,0,1,1,1,1,1,1,1,2012,2018,-94.127440000000007,33.4262,usda,NA,NA,CO,L203264,dollar general 13009,Dollar General
DOLLAR GENERAL 1301,st_153553,101,Highway 15 S,NA,Pontotoc,MS,38863,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,2008,2018,-89.01778,34.24732,usda,NA,NA,CO,L203265,dollar general 1301,Dollar General
