CD,Cluster,Very low density,Low density,Medium density,High density,Incumbent,Party,Clinton16,Trump16,Obama12,Romney12,Obama08,McCain08,cong_R16,cong_D16,cong_Other16,PVI,cook_rating,cook_score,is_competitive_cook,D538,is_competitive538,Pure rural,Rural-suburban mix,Sparse suburban,Dense suburban,Urban-suburban mix,Pure urban
AK-AL,Pure rural,0.482992665,0.198331097,0.229245042,0.089431195,Don Young,R,0.376,0.528,0.412,0.553,0.381,0.597,0.503208976,0.360219729,0.136571295,9,Likely R,2,1,0.2508,1,0.424532269,0.368229476,0.085791203,0.060389458,0.042739297,0.018318296
AL-01,Rural-suburban mix,0.365358974,0.428877657,0.197413357,0.008350013,Bradley Byrne,R,0.341,0.635,0.374,0.618,0.385,0.609,0.963824672,0,0.036175328,15,Solid R,3,0,6.00E-04,0,0.05286365,0.878888746,0.042582581,0.01369528,0.008344839,0.003624903
AL-02,Pure rural,0.535486669,0.31614772,0.148365611,0,Martha Roby,R,0.33,0.649,0.364,0.629,0.35,0.645,0.487685477,0.405262054,0.107052469,16,Solid R,3,0,0.0165,0,0.846468247,0.11374801,0.018446111,0.010236007,0.007395931,0.003705694
AL-03,Pure rural,0.540407296,0.389347676,0.065552228,0.0046928,Mike Rogers,R,0.323,0.653,0.368,0.623,0.366,0.626,0.669318435,0.329319689,0.001361876,16,Solid R,3,0,0.001,0,0.746228802,0.176311716,0.035823986,0.018896667,0.014726732,0.008012097
AL-04,Pure rural,0.69533214,0.288941508,0.015726352,0,Robert Aderholt,R,0.174,0.804,0.24,0.748,0.255,0.733,0.985303453,0,0.014696547,30,Solid R,3,0,0,0,0.809888106,0.102350628,0.033958829,0.022604606,0.019296153,0.011901677
AL-05,Rural-suburban mix,0.398973049,0.432821297,0.168205655,0,Mo Brooks,R,0.313,0.647,0.349,0.639,0.363,0.626,0.666979107,0.331577616,0.001443278,18,Solid R,3,0,0.001,0,0.118319509,0.785553837,0.056249985,0.020508394,0.013277577,0.006090697
AL-06,Rural-suburban mix,0.346319911,0.49027171,0.151928697,0.011479682,Gary Palmer,R,0.261,0.708,0.247,0.743,0.25,0.741,0.744939357,0.254198223,8.62E-04,26,Solid R,3,0,1.00E-04,0,0.132366411,0.670260854,0.122456751,0.038310499,0.025061684,0.011543801
AL-07,Rural-suburban mix,0.303055809,0.330021701,0.339117516,0.027804974,Terri Sewell,D,0.698,0.286,0.724,0.271,0.715,0.281,0,0.984130662,0.015869338,-20,Solid D,-3,0,1,0,0.081598671,0.555904391,0.243936452,0.075859013,0.031720185,0.010981288
AR-01,Pure rural,0.650547977,0.264875258,0.084576765,0,Eric Crawford,R,0.302,0.65,0.363,0.61,0.392,0.58,0.762780703,0,0.237219297,17,Solid R,3,0,5.00E-04,0,0.922960795,0.044905749,0.012875396,0.008474835,0.006862879,0.003920347
AR-02,Rural-suburban mix,0.305145193,0.39532154,0.294859311,0.004673956,J. Hill,R,0.417,0.524,0.429,0.547,0.443,0.538,0.583447948,0.368133067,0.048418985,7,Lean R,1,1,0.1658,0,0.061324916,0.705886786,0.167279155,0.039537881,0.018839255,0.007132008
AR-03,Rural-suburban mix,0.361864208,0.433573111,0.204562682,0,Steve Womack,R,0.305,0.619,0.316,0.655,0.339,0.637,0.77318116,0,0.22681884,19,Solid R,3,0,9.00E-04,0,0.058233596,0.86093491,0.051083458,0.016006815,0.009585329,0.004155893
AR-04,Pure rural,0.690657483,0.262483008,0.046859509,0,Bruce Westerman,R,0.313,0.642,0.359,0.618,0.374,0.599,0.749040584,0,0.250959416,17,Solid R,3,0,4.00E-04,0,0.840866514,0.086525645,0.028044053,0.018990197,0.015961991,0.0096116
AZ-01,Pure rural,0.552900431,0.316821046,0.130278523,0,Tom O'Halleran,D,0.466,0.477,0.479,0.504,0.478,0.51,0.433703822,0.506640305,0.059655873,2,Likely D,-2,1,0.8843,0,0.930832761,0.049305068,0.0090053,0.00510952,0.003792862,0.00195449
AZ-02,Dense suburban,0.170871146,0.223304459,0.408930803,0.196893591,Martha McSally,R,0.496,0.447,0.484,0.499,0.489,0.498,0.569584926,0.430415074,0,1,Lean D,-1,1,0.9475,1,0.043357358,0.108628868,0.229074254,0.500190108,0.099199191,0.019550221
AZ-03,Dense suburban,0.176423801,0.257885821,0.447550938,0.11813944,Ra? Grijalva,D,0.624,0.325,0.614,0.369,0.582,0.407,0,0.986347535,0.013652465,-13,Solid D,-3,0,0.9998,0,0.044939285,0.124752685,0.350833729,0.397984618,0.065459792,0.016029892
AZ-04,Rural-suburban mix,0.366262401,0.397373647,0.198631276,0.037732676,Paul Gosar,R,0.275,0.677,0.31,0.672,0.344,0.642,0.714533522,0.285466478,0,21,Solid R,3,0,4.00E-04,0,0.01492058,0.96669719,0.011207592,0.003821135,0.002360014,9.93E-04
AZ-05,Dense suburban,0.003618718,0.230978847,0.676681395,0.08872104,Andy Biggs,R,0.365,0.576,0.346,0.638,0.363,0.626,0.640951631,0.359048369,0,15,Solid R,3,0,0.0015,0,0.040563047,0.075643417,0.187659639,0.578535895,0.09172257,0.025875431
AZ-06,Dense suburban,0.040134928,0.227922918,0.42978418,0.302157974,David Schweikert,R,0.424,0.524,0.388,0.595,0.412,0.577,0.621302906,0.378697094,0,9,Likely R,2,1,0.1486,0,0.01892834,0.038667783,0.095852929,0.677177965,0.151658818,0.017714165
AZ-07,Urban-suburban mix,7.59E-04,0.129455329,0.435115029,0.434670153,Ruben Gallego,D,0.718,0.226,0.717,0.265,0.647,0.341,0.247375811,0.752246381,3.78E-04,-23,Solid D,-3,0,0.9999,0,0.015563596,0.025799901,0.044427147,0.170828188,0.714614864,0.028766304
AZ-08,Dense suburban,0.052865116,0.198211327,0.615663893,0.133259664,Debbie Lesko,R,0.37,0.581,0.369,0.617,0.384,0.606,0.685491235,0,0.314508765,13,Solid R,3,0,0.2474,0,0.024141482,0.046695965,0.115074761,0.736829616,0.062168978,0.015089199
AZ-09,Urban-suburban mix,9.26E-05,0.057301059,0.428893084,0.513713245,Kyrsten Sinema,D,0.547,0.384,0.511,0.466,0.513,0.474,0.390440601,0.60919184,3.68E-04,-4,Solid D,-3,0,0.9913,0,0.012906475,0.019361711,0.028729887,0.083019314,0.820237082,0.035745532
CA-01,Rural-suburban mix,0.431104133,0.367305761,0.170450159,0.031139947,Doug LaMalfa,R,0.365,0.562,0.403,0.566,0.42,0.53,0.590531022,0.409468978,0,11,Solid R,3,0,0.1492,0,0.154350626,0.775888681,0.037524632,0.016318419,0.01096207,0.004955571
CA-02,Rural-suburban mix,0.289726987,0.315057017,0.332725326,0.06249067,Jared Huffman,D,0.69,0.233,0.69,0.27,0.71,0.25,0.231499005,0.768500995,0,-22,Solid D,-3,0,1,0,0.079836699,0.509095125,0.271933025,0.089752508,0.037207156,0.012175486
CA-03,Rural-suburban mix,0.250094866,0.258825396,0.258746879,0.23233286,John Garamendi,D,0.53,0.404,0.543,0.431,0.55,0.42,0.406485683,0.593514317,0,-5,Solid D,-3,0,0.999,0,0.105636355,0.299976929,0.250323476,0.182824617,0.12836269,0.032875933
CA-04,Rural-suburban mix,0.408058314,0.349768047,0.199964043,0.042209596,Tom McClintock,R,0.393,0.54,0.395,0.579,0.43,0.54,0.627198856,0.372801144,0,10,Likely R,2,1,0.1348,0,0.055313955,0.906577226,0.021084322,0.008911954,0.005687934,0.002424609
CA-05,Dense suburban,0.129091208,0.235716195,0.385459595,0.249733003,Mike Thompson,D,0.692,0.243,0.697,0.275,0.7,0.26,0.231314898,0.768685102,0,-21,Solid D,-3,0,0.9996,0,0.036213268,0.085560783,0.19699699,0.523519417,0.136033801,0.021675742
CA-06,Urban-suburban mix,0.010107086,0.067177025,0.390008165,0.532707724,Doris Matsui,D,0.692,0.244,0.691,0.283,0.68,0.29,0.245729845,0.754270155,0,-21,Solid D,-3,0,1,0,0.0071752,0.010677134,0.015352529,0.039600413,0.90462952,0.022565205
CA-07,Dense suburban,0.050511194,0.091057017,0.550797636,0.307634153,Ami Bera,D,0.523,0.409,0.508,0.468,0.51,0.46,0.488286282,0.511713718,0,-3,Likely D,-2,1,0.9877,0,0.024164289,0.041067078,0.074143032,0.659346909,0.175742547,0.025536145
CA-08,Rural-suburban mix,0.267238283,0.47800226,0.234738237,0.020021219,Paul Cook,R,0.396,0.547,0.417,0.556,0.42,0.55,0.622580191,0.377419809,0,9,Solid R,3,0,0,0,0.079088158,0.567988069,0.263086954,0.050840597,0.027774941,0.01122128
CA-09,Dense suburban,0.090937515,0.236530012,0.449621722,0.222910751,Jerry McNerney,D,0.566,0.38,0.578,0.401,0.56,0.41,0.426404773,0.573595227,0,-8,Solid D,-3,0,0.9986,0,0.012845333,0.029211084,0.084736602,0.817076792,0.048009897,0.008120292
CA-10,Dense suburban,0.113324645,0.20045871,0.460711605,0.22550504,Jeff Denham,R,0.485,0.455,0.506,0.47,0.5,0.47,0.517004574,0.482995426,0,0,Tossup,0,1,0.667,1,0.013882264,0.030075996,0.070979124,0.82419505,0.052182568,0.008684998
CA-11,Urban-suburban mix,0.022609345,0.240418852,0.333292353,0.40367945,Mark DeSaulnier,D,0.715,0.227,0.676,0.3,0.69,0.28,0.27947178,0.72052822,0,-21,Solid D,-3,0,1,0,0.027414442,0.051135311,0.097322458,0.215143975,0.569024805,0.039959008
CA-12,Pure urban,4.71E-04,0.011569472,0.015539853,0.972419361,Nancy Pelosi,D,0.862,0.087,0.841,0.125,0.84,0.13,0,0.808732606,0.191267394,-37,Solid D,-3,0,1,0,0.00662237,0.007589436,0.008116162,0.010502801,0.026562527,0.940606703
CA-13,Pure urban,0.002136938,0.0458227,0.106423434,0.845616929,Barbara Lee,D,0.874,0.068,0.875,0.09,0.87,0.1,0.092154452,0.907845548,0,-40,Solid D,-3,0,0.9999,0,0.003833507,0.004645197,0.005191159,0.007205838,0.023724619,0.95539968
CA-14,Urban-suburban mix,0.023704437,0.096242496,0.21598721,0.664065857,Jackie Speier,D,0.769,0.182,0.742,0.236,0.73,0.24,0,0.808631265,0.191368735,-27,Solid D,-3,0,1,0,0.02813532,0.038043019,0.046490775,0.075028744,0.536185086,0.276117057
CA-15,Urban-suburban mix,0.05213472,0.147415039,0.286899722,0.513550518,Eric Swalwell,D,0.699,0.242,0.68,0.298,0.67,0.3,0.262332047,0.737667953,0,-20,Solid D,-3,0,1,0,0.007364839,0.011449611,0.015859988,0.031112951,0.913645552,0.020567059
CA-16,Dense suburban,0.16602181,0.236400317,0.366472542,0.231105331,Jim Costa,D,0.58,0.364,0.586,0.394,0.57,0.4,0.419651575,0.580348425,0,-9,Likely D,-2,1,0.9806,0,0.050138677,0.126624719,0.250039861,0.414272823,0.134378949,0.024544971
CA-17,Pure urban,0.008294134,0.064441211,0.161098087,0.766166568,Ro Khanna,D,0.739,0.205,0.719,0.255,0.69,0.28,0,1,0,-25,Solid D,-3,0,1,0,0.019585084,0.024771219,0.028687957,0.042362593,0.180372527,0.70422062
CA-18,Urban-suburban mix,0.043208436,0.151931204,0.250548249,0.554312111,Anna Eshoo,D,0.734,0.202,0.682,0.289,0.7,0.27,0.288549995,0.711450005,0,-23,Solid D,-3,0,1,0,0.015868346,0.023758366,0.031489736,0.054726257,0.814783685,0.059373609
CA-19,Urban-suburban mix,0.024078472,0.103068187,0.199140617,0.673712724,Zoe Lofgren,D,0.729,0.215,0.712,0.265,0.68,0.29,0.260555675,0.739444325,0,-24,Solid D,-3,0,1,0,0.029657602,0.039827629,0.048155161,0.075285055,0.483117151,0.323957402
CA-20,Urban-suburban mix,0.201748115,0.171049317,0.238579783,0.388622785,Jimmy Panetta,D,0.704,0.232,0.709,0.262,0.71,0.26,0.292469242,0.707530758,0,-23,Solid D,-3,0,0.9994,0,0.074945402,0.126382437,0.132953944,0.189086711,0.407744095,0.068887412
CA-21,Rural-suburban mix,0.33002772,0.304560954,0.276540951,0.088870375,David Valadao,R,0.552,0.397,0.546,0.435,0.52,0.46,0.567382635,0.432617365,0,-5,Likely R,2,1,0.1883,0,0.081610147,0.707069388,0.124164983,0.051016004,0.026840615,0.009298863
CA-22,Dense suburban,0.142059434,0.210396114,0.502508543,0.145035909,Devin Nunes,R,0.426,0.521,0.416,0.566,0.42,0.55,0.675650945,0.324349055,0,8,Solid R,3,0,0.0256,0,0.026683761,0.060412016,0.149151964,0.694418947,0.056753773,0.012579539
CA-23,Dense suburban,0.200152243,0.226963367,0.450716971,0.12216742,Kevin McCarthy,R,0.361,0.581,0.361,0.615,0.36,0.61,0.691751109,0.308248891,0,14,Solid R,3,0,7.00E-04,0,0.05423159,0.14176455,0.289544342,0.419299372,0.076444167,0.018715979
CA-24,Sparse suburban,0.176213418,0.277463981,0.29321032,0.253112282,Salud Carbajal,D,0.567,0.365,0.541,0.431,0.56,0.41,0.465809133,0.534190867,0,-7,Solid D,-3,0,0.9779,0,0.068505967,0.185702336,0.302021788,0.255998346,0.155873247,0.031898315
CA-25,Dense suburban,0.122373689,0.21819064,0.489269289,0.170166382,Stephen Knight,R,0.503,0.436,0.479,0.497,0.49,0.48,0.531300615,0.468699385,0,0,Tossup,0,1,0.6701,1,0.017237998,0.039160857,0.10488755,0.785747923,0.043986451,0.008979222
CA-26,Dense suburban,0.10699208,0.234948004,0.327145992,0.330913924,Julia Brownley,D,0.579,0.36,0.54,0.437,0.56,0.41,0.396204875,0.603795125,0,-7,Solid D,-3,0,0.9995,0,0.043637168,0.091426712,0.168283804,0.332923542,0.325951903,0.037776871
CA-27,Urban-suburban mix,0.001298761,0.046273858,0.317393898,0.635033483,Judy Chu,D,0.66,0.284,0.626,0.35,0.61,0.35,0.325796387,0.674203613,0,-16,Solid D,-3,0,1,0,0.019819589,0.027344308,0.03555848,0.069728625,0.717540422,0.130008575
CA-28,Pure urban,7.55E-04,0.078844171,0.135579575,0.784820762,Adam Schiff,D,0.721,0.223,0.703,0.265,0.7,0.26,0.220133206,0.779866794,0,-23,Solid D,-3,0,1,0,0.015859339,0.019923935,0.022918339,0.032671197,0.12727487,0.78135232
CA-29,Pure urban,2.06E-04,0.025957619,0.193343592,0.780492898,Tony C?denas,D,0.777,0.168,0.77,0.205,0.74,0.23,0,1,0,-29,Solid D,-3,0,1,0,0.0189699,0.02381465,0.027744643,0.042668443,0.17955333,0.707249033
CA-30,Urban-suburban mix,0.007387578,0.06446326,0.249450736,0.678698426,Brad Sherman,D,0.691,0.257,0.653,0.321,0.66,0.31,0.273616085,0.726383915,0,-18,Solid D,-3,0,1,0,0.026382729,0.03538662,0.04383436,0.074764026,0.538139841,0.281492425
CA-31,Dense suburban,0.007963084,0.163944641,0.556035079,0.272057196,Pete Aguilar,D,0.577,0.366,0.572,0.406,0.56,0.41,0.439324615,0.560675385,0,-8,Solid D,-3,0,0.9978,0,0.010982293,0.020121492,0.045025932,0.846753581,0.066489034,0.010627668
CA-32,Urban-suburban mix,0.001979019,0.067868049,0.309341591,0.620811341,Grace Napolitano,D,0.666,0.277,0.652,0.325,0.62,0.35,0,1,0,-17,Solid D,-3,0,1,0,0.01661632,0.023299896,0.030698002,0.060008257,0.769001211,0.100376314
CA-33,Urban-suburban mix,0.027981688,0.139096206,0.167534162,0.665387944,Ted Lieu,D,0.678,0.265,0.606,0.368,0.64,0.33,0.335601525,0.664398475,0,-16,Solid D,-3,0,1,0,0.033644944,0.045560376,0.054695369,0.080150715,0.455711966,0.330236629
CA-34,Pure urban,2.08E-04,0.015395991,0.086290648,0.898105063,Jimy Gomez,D,0.836,0.107,0.83,0.141,0.77,0.19,0,1,0,-35,Solid D,-3,0,0.9998,0,4.49E-05,5.31E-05,5.83E-05,7.96E-05,2.34E-04,0.99952997
CA-35,Urban-suburban mix,0.00175584,0.122117427,0.476638625,0.399488109,Norma Torres,D,0.677,0.269,0.674,0.306,0.64,0.32,0.276090877,0.723909123,0,-19,Solid D,-3,0,1,0,0.022301429,0.037474664,0.067424355,0.345751601,0.491987133,0.035060818
CA-36,Dense suburban,0.130414553,0.26657135,0.502314963,0.100699135,Raul Ruiz,D,0.522,0.434,0.507,0.475,0.5,0.47,0.379460659,0.620539341,0,-2,Solid D,-3,0,0.9967,0,0.034065421,0.084794154,0.295898353,0.513910961,0.057099886,0.014231224
CA-37,Pure urban,0,0.005620914,0.026467888,0.967911198,Karen Bass,D,0.857,0.096,0.849,0.127,0.84,0.13,0,1,0,-37,Solid D,-3,0,1,0,0.005441887,0.006249181,0.006701259,0.008743606,0.022378628,0.95048544
CA-38,Pure urban,0,0.078487294,0.191186401,0.730326305,Linda S?chez,D,0.67,0.274,0.649,0.33,0.61,0.35,0.295217005,0.704782995,0,-17,Solid D,-3,0,1,0,0.025833615,0.033628877,0.040205787,0.061785932,0.312108936,0.526436854
CA-39,Dense suburban,0.002216131,0.162613609,0.493906809,0.341263452,Edward Royce,R,0.515,0.429,0.471,0.508,0.47,0.49,0.572304294,0.427695706,0,0,Tossup,0,1,0.4897,1,0.019145281,0.034423238,0.071486534,0.626311369,0.225214638,0.023418938
CA-40,Pure urban,1.69E-04,0.012109798,0.102779126,0.884942141,Lucille Roybal-Allard,D,0.822,0.128,0.815,0.165,0.77,0.19,0,0.713704897,0.286295103,-33,Solid D,-3,0,0.9993,0,6.50E-04,7.73E-04,8.55E-04,0.001185322,0.003606564,0.99293023
CA-41,Dense suburban,0.035180608,0.270007265,0.461889632,0.232922495,Mark Takano,D,0.61,0.331,0.615,0.363,0.59,0.38,0.350486259,0.649513741,0,-12,Solid D,-3,0,0.9996,0,0.011449319,0.025417382,0.087962224,0.817649502,0.049136787,0.008384787
CA-42,Sparse suburban,0.079342553,0.419869477,0.401800705,0.098987265,Ken Calvert,R,0.414,0.534,0.414,0.565,0.43,0.54,0.58822118,0.41177882,0,9,Solid R,3,0,0.0217,0,0.007819839,0.023841638,0.914812053,0.039398767,0.010967293,0.003160409
CA-43,Pure urban,0,0,0.105680296,0.894319704,Maxine Waters,D,0.784,0.167,0.78,0.2,0.75,0.22,0.239157966,0.760842034,0,-29,Solid D,-3,0,1,0,8.35E-04,9.89E-04,0.001090781,0.001517533,0.004542216,0.991025838
CA-44,Pure urban,0.001557908,0.015924207,0.183336983,0.799180901,Nanette Barrag?,D,0.83,0.123,0.847,0.136,0.81,0.16,0,1,0,-35,Solid D,-3,0,1,0,0.015501113,0.019230066,0.022159181,0.033600069,0.131970329,0.777539241
CA-45,Urban-suburban mix,0.01038039,0.150326012,0.43647171,0.402821889,Mimi Walters,R,0.498,0.444,0.43,0.548,0.46,0.51,0.585597517,0.414402483,0,3,Tossup,0,1,0.6511,1,0.019474925,0.033616932,0.06144043,0.275753574,0.579209061,0.030505077
CA-46,Pure urban,3.45E-05,0.019009947,0.139887452,0.841068101,J. Correa,D,0.663,0.279,0.614,0.362,0.58,0.39,0,1,0,-15,Solid D,-3,0,1,0,0.005895627,0.007162079,0.008075352,0.011624724,0.039745485,0.927496733
CA-47,Pure urban,0.004012674,0.012601692,0.120130764,0.86325487,Alan Lowenthal,D,0.626,0.31,0.6,0.375,0.58,0.39,0.362785546,0.637214454,0,-13,Solid D,-3,0,0.9998,0,0.00252388,0.003025978,0.003367112,0.004751696,0.015239279,0.971092056
CA-48,Urban-suburban mix,6.44E-04,0.049742429,0.297763851,0.651849923,Dana Rohrabacher,R,0.479,0.462,0.43,0.547,0.46,0.51,0.583197353,0.416802647,0,4,Tossup,0,1,0.6139,1,0.022357406,0.030536899,0.039120873,0.07327526,0.66239118,0.172318382
CA-49,Dense suburban,0.057590185,0.180673283,0.500527287,0.261209245,Darrell Issa,R,0.507,0.432,0.457,0.522,0.49,0.48,0.50261321,0.49738679,0,1,Lean D,-1,1,0.9117,1,0.004541331,0.008899916,0.020563278,0.936466132,0.025759278,0.003770065
CA-50,Dense suburban,0.130165062,0.232750512,0.405552508,0.231531917,Duncan Hunter,R,0.396,0.546,0.376,0.604,0.39,0.58,0.634512647,0.365487353,0,11,Lean R,1,1,0.0949,0,0.03135264,0.074659859,0.182005633,0.588439313,0.105724009,0.017818546
CA-51,Urban-suburban mix,0.125930506,0.099827085,0.244584814,0.529657595,Juan Vargas,D,0.718,0.228,0.694,0.289,0.65,0.32,0.272458451,0.727541549,0,-22,Solid D,-3,0,1,0,0.028257564,0.040442411,0.047176597,0.0821817,0.720624278,0.081317449
CA-52,Urban-suburban mix,0.028288155,0.131892067,0.425584624,0.414235155,Scott Peters,D,0.581,0.356,0.521,0.457,0.55,0.43,0.434743152,0.565256848,0,-6,Solid D,-3,0,0.9991,0,0.0173033,0.029245442,0.050132959,0.204824775,0.670315378,0.028178145
CA-53,Urban-suburban mix,0.005056966,0.07525047,0.340160139,0.579532425,Susan Davis,D,0.645,0.296,0.614,0.364,0.61,0.36,0.329907461,0.670092539,0,-14,Solid D,-3,0,0.9999,0,0.008882075,0.012852979,0.017642125,0.038149629,0.883518954,0.038954239
CO-01,Urban-suburban mix,0.006037318,0.04931921,0.292407853,0.652235619,Diana DeGette,D,0.69,0.232,0.69,0.288,0.709,0.276,0.27709769,0.67870598,0.04419633,-21,Solid D,-3,0,1,0,0.022714034,0.030942562,0.039364847,0.07312351,0.656300324,0.177554723
CO-02,Sparse suburban,0.243060931,0.255802421,0.357052661,0.144083988,Jared Polis,D,0.562,0.349,0.579,0.395,0.612,0.372,0.371739644,0.568922311,0.059338045,-9,Solid D,-3,0,0.9989,0,0.078257748,0.266518005,0.33247966,0.22337394,0.078867617,0.02050303
CO-03,Pure rural,0.509305625,0.254422166,0.202455465,0.033816743,Scott Tipton,R,0.4,0.52,0.458,0.518,0.484,0.499,0.545988766,0.403473453,0.050537781,6,Likely R,2,1,0.3498,1,0.596796616,0.294027225,0.049143401,0.029797204,0.020691823,0.009543732
CO-04,Rural-suburban mix,0.35652999,0.310557269,0.276835341,0.0560774,Ken Buck,R,0.343,0.574,0.392,0.585,0.419,0.564,0.635452532,0.316515417,0.04803205,13,Solid R,3,0,0.0223,0,0.070703804,0.797238064,0.077229291,0.031777165,0.016843016,0.006208659
CO-05,Dense suburban,0.207475763,0.204687997,0.471487923,0.116348317,Doug Lamborn,R,0.332,0.572,0.383,0.591,0.397,0.588,0.622580182,0.308400117,0.069019701,14,Solid R,3,0,0.0159,0,0.057423648,0.138651727,0.252904735,0.449817466,0.081059323,0.0201431
CO-06,Dense suburban,0.041569566,0.123118518,0.473971261,0.361340654,Mike Coffman,R,0.502,0.413,0.516,0.465,0.536,0.449,0.509079027,0.42604877,0.064872203,-2,Lean D,-1,1,0.8184,1,0.023283981,0.040352819,0.073026979,0.481880086,0.351819908,0.029636226
CO-07,Dense suburban,0.01457822,0.169356474,0.548937731,0.267127576,Ed Perlmutter,D,0.514,0.394,0.561,0.413,0.574,0.407,0.397961382,0.551802436,0.050236181,-6,Solid D,-3,0,0.9984,0,0.008819099,0.01636586,0.037257023,0.877275534,0.05200917,0.008273314
CT-01,Sparse suburban,0.045943224,0.465596867,0.296851398,0.191608511,John Larson,D,0.594,0.363,0.633,0.356,0.658,0.329,0.337697531,0.59765439,0.064648079,-12,Solid D,-3,0,0.9999,0,0.039284839,0.109458748,0.62673963,0.134830697,0.06924664,0.020439446
CT-02,Rural-suburban mix,0.292671126,0.542477089,0.135769658,0.029082127,Joe Courtney,D,0.487,0.458,0.559,0.426,0.586,0.4,0.336553048,0.56383362,0.099613331,-3,Solid D,-3,0,0.9995,0,0.143389103,0.520661357,0.214086645,0.061444137,0.041215308,0.019203451
CT-03,Sparse suburban,0.012366092,0.390850402,0.365039701,0.231743805,Rosa DeLauro,D,0.559,0.404,0.626,0.363,0.626,0.362,0.30960731,0.621483682,0.068909008,-9,Solid D,-3,0,1,0,0.035588592,0.088114586,0.458624482,0.285442341,0.107970779,0.02425922
CT-04,Sparse suburban,0.025013488,0.395969637,0.256974859,0.322042016,James Himes,D,0.596,0.366,0.551,0.44,0.596,0.397,0.384808956,0.599001722,0.016189322,-7,Solid D,-3,0,0.9989,0,0.057365551,0.128471492,0.318823219,0.229070625,0.216154116,0.050114996
CT-05,Sparse suburban,0.103713515,0.500653998,0.256312092,0.139320395,Elizabeth Esty,D,0.499,0.458,0.535,0.453,0.564,0.424,0.404099883,0.5289826,0.066917517,-2,Solid D,-3,0,0.9718,0,0.045547022,0.148780309,0.650931956,0.089098726,0.04880909,0.016832897
DE-AL,Sparse suburban,0.18180583,0.469965069,0.251970964,0.096258138,Lisa Blunt Rochester,D,0.534,0.419,0.586,0.4,0.619,0.369,0.409616299,0.55523488,0.035148821,-6,Solid D,-3,0,0.9968,0,0.051611223,0.242463869,0.58970467,0.0679712,0.035586445,0.012662593
FL-01,Rural-suburban mix,0.247701264,0.517930522,0.229029904,0.005338309,Matt Gaetz,R,0.282,0.675,0.301,0.685,0.32,0.668,0.690998575,0.309001425,0,22,Solid R,3,0,1.00E-04,0,0.092273452,0.461669058,0.332394212,0.06359617,0.035313828,0.01475328
FL-02,Rural-suburban mix,0.454056282,0.331193237,0.158829805,0.055920676,Neal Dunn,R,0.306,0.662,0.34,0.646,0.352,0.634,0.673234079,0.29939539,0.02737053,18,Solid R,3,0,3.00E-04,0,0.329630178,0.574821565,0.047606474,0.023556751,0.016730366,0.007654667
FL-03,Pure rural,0.537138575,0.30021639,0.129452033,0.033193002,Ted Yoho,R,0.402,0.562,0.419,0.566,0.442,0.546,0.565634666,0.397834841,0.036530493,9,Solid R,3,0,0.0097,0,0.899439038,0.072482592,0.01254671,0.007254447,0.005497554,0.002779659
FL-04,Sparse suburban,0.155761204,0.351823647,0.458490529,0.033924621,John Rutherford,R,0.341,0.621,0.328,0.661,0.348,0.642,0.701820037,0.276051965,0.022127998,17,Solid R,3,0,1.00E-04,0,0.034985842,0.108398703,0.653786936,0.156448841,0.035684316,0.010695361
FL-05,Sparse suburban,0.068327145,0.334114697,0.496364996,0.101193161,Al Lawson,D,0.613,0.359,0.636,0.354,0.632,0.359,0.357656979,0.642343021,0,-12,Solid D,-3,0,0.9999,0,0.028313836,0.071662212,0.44291431,0.392063261,0.0517188,0.01332758
FL-06,Sparse suburban,0.190344021,0.530091095,0.271709587,0.007855298,Vacant,Vacant,0.399,0.569,0.466,0.522,0.501,0.487,0.585673533,0.414326467,0,7,Likely R,2,1,0.2226,0,0.068178618,0.278130594,0.530310703,0.072292661,0.036533538,0.014553885
FL-07,Sparse suburban,0.048507656,0.381637554,0.543807094,0.026047697,Stephanie Murphy,D,0.514,0.441,0.494,0.494,0.511,0.48,0.485170576,0.514736113,9.33E-05,0,Likely D,-2,1,0.928,0,0.041224252,0.098165057,0.492822336,0.290346167,0.059296389,0.0181458
FL-08,Sparse suburban,0.12060512,0.550861969,0.316960856,0.011572055,Bill Posey,R,0.377,0.584,0.421,0.566,0.438,0.549,0.631099879,0.32549845,0.043401671,11,Solid R,3,0,0.0118,0,0.048413253,0.156122136,0.667909038,0.07756087,0.036072358,0.013922345
FL-09,Sparse suburban,0.100459267,0.452290712,0.39423845,0.053011571,Darren Soto,D,0.548,0.419,0.556,0.434,0.546,0.445,0.425151798,0.574848202,0,-5,Solid D,-3,0,0.9987,0,0.007445074,0.024078645,0.933350163,0.024632432,0.007946909,0.002546777
FL-10,Sparse suburban,0.14305966,0.582982582,0.21074797,0.063209789,Val Demings,D,0.618,0.349,0.607,0.384,0.609,0.385,0.351313283,0.648686717,0,-11,Solid D,-3,0,1,0,0.083740569,0.261253679,0.483054511,0.092885412,0.055695214,0.023370615
FL-11,Rural-suburban mix,0.264831933,0.529436316,0.205731751,0,Daniel Webster,R,0.325,0.648,0.398,0.592,0.426,0.561,0.653670079,0.315953881,0.03037604,15,Solid R,3,0,6.00E-04,0,0.107022726,0.499456695,0.279472278,0.062048669,0.036263619,0.015736012
